trial_num,param:seq_size,method,F1,precision,recall,runtime
0,10000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
0,10000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
8,5000.0,secret,0.975609756097561,0.9523809523809523,1.0,1.9536617040634154
8,5000.0,cossu,0.001,0.001,0.001,na
8,5000.0,squish,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
8,5000.0,sqs,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
8,5000.0,poerma,0.888888888888889,1.0,0.8,na
8,5000.0,tns,0.5582978723404254,0.5857142857142856,0.5333333333333332,na
8,5000.0,sqsrules_splitall,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
8,5000.0,sqsrules_splitgreedy,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
8,5000.0,sqsrules_greedywoalph,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
8,5000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
8,5000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
10,5000.0,secret,1.0,1.0,1.0,1.9354799707730612
10,5000.0,cossu,0.001,0.001,0.001,na
10,5000.0,squish,0.6495726495726494,0.6666666666666664,0.6333333333333331,na
10,5000.0,sqs,0.6495726495726494,0.6666666666666664,0.6333333333333331,na
10,5000.0,poerma,0.6206896551724138,1.0,0.45,na
10,5000.0,tns,0.5214084923805296,0.6261904761904761,0.44666666666666666,na
10,5000.0,sqsrules_splitall,0.6495726495726494,0.6666666666666664,0.6333333333333331,na
10,5000.0,sqsrules_splitgreedy,0.6495726495726494,0.6666666666666664,0.6333333333333331,na
10,5000.0,sqsrules_greedywoalph,0.6495726495726494,0.6666666666666664,0.6333333333333331,na
10,5000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
10,5000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
2,10000.0,secret,0.975609756097561,0.9523809523809523,1.0,10.134083461761474
2,10000.0,cossu,0.001,0.001,0.001,na
2,10000.0,squish,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
2,10000.0,sqs,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
2,10000.0,poerma,0.787878787878788,1.0,0.65,na
2,10000.0,tns,0.5310637579441169,0.646031746031746,0.4508333333333333,na
2,10000.0,sqsrules_splitall,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
2,10000.0,sqsrules_splitgreedy,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
2,10000.0,sqsrules_greedywoalph,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
2,10000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
2,10000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
8,10000.0,secret,0.9523809523809523,0.9090909090909091,1.0,12.18269876241684
8,10000.0,cossu,0.001,0.001,0.001,na
8,10000.0,squish,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
8,10000.0,sqs,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
8,10000.0,poerma,0.7096774193548387,1.0,0.55,na
8,10000.0,tns,0.5602520692249812,0.5984126984126983,0.5266666666666666,na
8,10000.0,sqsrules_splitall,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
8,10000.0,sqsrules_splitgreedy,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
8,10000.0,sqsrules_greedywoalph,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
8,10000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
8,10000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
12,5000.0,secret,0.9047619047619048,0.8636363636363636,0.95,1.9564126014709473
12,5000.0,cossu,0.001,0.001,0.001,na
12,5000.0,squish,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
12,5000.0,sqs,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
12,5000.0,poerma,0.6206896551724138,1.0,0.45,na
12,5000.0,tns,0.6115027110766847,0.6595238095238094,0.5700000000000001,na
12,5000.0,sqsrules_splitall,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
12,5000.0,sqsrules_splitgreedy,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
12,5000.0,sqsrules_greedywoalph,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
12,5000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
12,5000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
1,10000.0,secret,1.0,1.0,1.0,9.919063699245452
1,10000.0,cossu,0.001,0.001,0.001,na
1,10000.0,squish,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
1,10000.0,sqs,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
1,10000.0,poerma,0.9189189189189189,1.0,0.85,na
1,10000.0,tns,0.7127505866267576,0.7634920634920636,0.6683333333333333,na
1,10000.0,sqsrules_splitall,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
1,10000.0,sqsrules_splitgreedy,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
1,10000.0,sqsrules_greedywoalph,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
1,10000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
1,10000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
10,10000.0,secret,1.0,1.0,1.0,10.065544537703197
10,10000.0,cossu,0.001,0.001,0.001,na
10,10000.0,squish,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
10,10000.0,sqs,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
10,10000.0,poerma,0.8571428571428571,1.0,0.75,na
10,10000.0,tns,0.6681201550387595,0.7817460317460316,0.5833333333333333,na
10,10000.0,sqsrules_splitall,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
10,10000.0,sqsrules_splitgreedy,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
10,10000.0,sqsrules_greedywoalph,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
10,10000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
10,10000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
3,5000.0,secret,1.0,1.0,1.0,1.9429478764533996
3,5000.0,cossu,0.001,0.001,0.001,na
3,5000.0,squish,0.6495726495726494,0.6666666666666664,0.6333333333333331,na
3,5000.0,sqs,0.6495726495726494,0.6666666666666664,0.6333333333333331,na
3,5000.0,poerma,0.7499999999999999,1.0,0.6,na
3,5000.0,tns,0.5143806514870901,0.6785714285714284,0.4141666666666667,na
3,5000.0,sqsrules_splitall,0.6495726495726494,0.6666666666666664,0.6333333333333331,na
3,5000.0,sqsrules_splitgreedy,0.6495726495726494,0.6666666666666664,0.6333333333333331,na
3,5000.0,sqsrules_greedywoalph,0.6495726495726494,0.6666666666666664,0.6333333333333331,na
3,5000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
3,5000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
5,10000.0,secret,1.0,1.0,1.0,9.859148947397868
5,10000.0,cossu,0.001,0.001,0.001,na
5,10000.0,squish,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
5,10000.0,sqs,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
5,10000.0,poerma,0.787878787878788,1.0,0.65,na
5,10000.0,tns,0.5421923824001351,0.6055555555555555,0.49083333333333334,na
5,10000.0,sqsrules_splitall,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
5,10000.0,sqsrules_splitgreedy,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
5,10000.0,sqsrules_greedywoalph,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
5,10000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
5,10000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
7,5000.0,secret,1.0,1.0,1.0,1.953924302260081
7,5000.0,cossu,0.001,0.001,0.001,na
7,5000.0,squish,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
7,5000.0,sqs,0.5925925925925924,0.6666666666666665,0.5333333333333332,na
7,5000.0,poerma,0.5185185185185185,1.0,0.35,na
7,5000.0,tns,0.5086889149249781,0.6174603174603174,0.43249999999999994,na
7,5000.0,sqsrules_splitall,0.5925925925925924,0.6666666666666665,0.5333333333333332,na
7,5000.0,sqsrules_splitgreedy,0.5714285714285713,0.6666666666666665,0.4999999999999999,na
7,5000.0,sqsrules_greedywoalph,0.5714285714285713,0.6666666666666665,0.4999999999999999,na
7,5000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
7,5000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
4,5000.0,secret,0.9743589743589743,1.0,0.95,1.7876911640167237
4,5000.0,cossu,0.001,0.001,0.001,na
4,5000.0,squish,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
4,5000.0,sqs,0.5925925925925924,0.6666666666666665,0.5333333333333332,na
4,5000.0,poerma,0.7096774193548387,1.0,0.55,na
4,5000.0,tns,0.6680215838002905,0.6976190476190476,0.6408333333333334,na
4,5000.0,sqsrules_splitall,0.5925925925925924,0.6666666666666665,0.5333333333333332,na
4,5000.0,sqsrules_splitgreedy,0.5925925925925924,0.6666666666666665,0.5333333333333332,na
4,5000.0,sqsrules_greedywoalph,0.5925925925925924,0.6666666666666665,0.5333333333333332,na
4,5000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
4,5000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
11,10000.0,secret,1.0,1.0,1.0,10.031051659584046
11,10000.0,cossu,0.001,0.001,0.001,na
11,10000.0,squish,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
11,10000.0,sqs,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
11,10000.0,poerma,0.8235294117647058,1.0,0.7,na
11,10000.0,tns,0.5473220003141348,0.553968253968254,0.5408333333333333,na
11,10000.0,sqsrules_splitall,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
11,10000.0,sqsrules_splitgreedy,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
11,10000.0,sqsrules_greedywoalph,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
11,10000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
11,10000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
11,5000.0,secret,0.9743589743589743,1.0,0.95,1.7443799376487732
11,5000.0,cossu,0.001,0.001,0.001,na
11,5000.0,squish,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
11,5000.0,sqs,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
11,5000.0,poerma,0.5714285714285715,1.0,0.4,na
11,5000.0,tns,0.37680500262095873,0.3878306878306878,0.36638888888888893,na
11,5000.0,sqsrules_splitall,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
11,5000.0,sqsrules_splitgreedy,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
11,5000.0,sqsrules_greedywoalph,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
11,5000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
11,5000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
2,5000.0,secret,0.975609756097561,0.9523809523809523,1.0,1.936796279748281
2,5000.0,cossu,0.001,0.001,0.001,na
2,5000.0,squish,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
2,5000.0,sqs,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
2,5000.0,poerma,0.7096774193548387,1.0,0.55,na
2,5000.0,tns,0.598634104597966,0.6531746031746031,0.5525,na
2,5000.0,sqsrules_splitall,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
2,5000.0,sqsrules_splitgreedy,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
2,5000.0,sqsrules_greedywoalph,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
2,5000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
2,5000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
0,5000.0,secret,1.0,1.0,1.0,1.9329322417577108
0,5000.0,cossu,0.001,0.001,0.001,na
0,5000.0,squish,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
0,5000.0,sqs,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
0,5000.0,poerma,0.7096774193548387,1.0,0.55,na
0,5000.0,tns,0.62695455828394,0.6928571428571427,0.5725,na
0,5000.0,sqsrules_splitall,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
0,5000.0,sqsrules_splitgreedy,0.5925925925925924,0.6666666666666665,0.5333333333333332,na
0,5000.0,sqsrules_greedywoalph,0.5925925925925924,0.6666666666666665,0.5333333333333332,na
0,5000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
0,5000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
9,10000.0,secret,0.975609756097561,0.9523809523809523,1.0,9.824775286515553
9,10000.0,cossu,0.001,0.001,0.001,na
9,10000.0,squish,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
9,10000.0,sqs,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
9,10000.0,poerma,0.7096774193548387,1.0,0.55,na
9,10000.0,tns,0.5645367412140575,0.6642857142857141,0.49083333333333334,na
9,10000.0,sqsrules_splitall,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
9,10000.0,sqsrules_splitgreedy,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
9,10000.0,sqsrules_greedywoalph,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
9,10000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
9,10000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
3,10000.0,secret,0.975609756097561,0.9523809523809523,1.0,10.101766991615296
3,10000.0,cossu,0.001,0.001,0.001,na
3,10000.0,squish,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
3,10000.0,sqs,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
3,10000.0,poerma,0.6666666666666666,1.0,0.5,na
3,10000.0,tns,0.5518363322652206,0.6444444444444444,0.48249999999999993,na
3,10000.0,sqsrules_splitall,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
3,10000.0,sqsrules_splitgreedy,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
3,10000.0,sqsrules_greedywoalph,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
3,10000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
3,10000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
6,5000.0,secret,0.9743589743589743,1.0,0.95,1.6839170893033346
6,5000.0,cossu,0.001,0.001,0.001,na
6,5000.0,squish,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
6,5000.0,sqs,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
6,5000.0,poerma,0.7096774193548387,1.0,0.55,na
6,5000.0,tns,0.47644056634837006,0.534126984126984,0.43,na
6,5000.0,sqsrules_splitall,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
6,5000.0,sqsrules_splitgreedy,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
6,5000.0,sqsrules_greedywoalph,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
6,5000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
6,5000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
5,5000.0,secret,0.9230769230769231,0.9473684210526315,0.9,1.7830931067466735
5,5000.0,cossu,0.001,0.001,0.001,na
5,5000.0,squish,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
5,5000.0,sqs,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
5,5000.0,poerma,0.09523809523809523,1.0,0.05,na
5,5000.0,tns,0.656747757276609,0.7873015873015872,0.5633333333333332,na
5,5000.0,sqsrules_splitall,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
5,5000.0,sqsrules_splitgreedy,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
5,5000.0,sqsrules_greedywoalph,0.6126126126126126,0.6666666666666665,0.5666666666666665,na
5,5000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
5,5000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
14,10000.0,secret,1.0,1.0,1.0,12.452533741792044
14,10000.0,cossu,0.001,0.001,0.001,na
14,10000.0,squish,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
14,10000.0,sqs,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
14,10000.0,poerma,0.7499999999999999,1.0,0.6,na
14,10000.0,tns,0.623810880091142,0.6714285714285714,0.5824999999999999,na
14,10000.0,sqsrules_splitall,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
14,10000.0,sqsrules_splitgreedy,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
14,10000.0,sqsrules_greedywoalph,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
14,10000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
14,10000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
4,10000.0,secret,0.975609756097561,0.9523809523809523,1.0,10.374019157886504
4,10000.0,cossu,0.001,0.001,0.001,na
4,10000.0,squish,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
4,10000.0,sqs,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
4,10000.0,poerma,0.787878787878788,1.0,0.65,na
4,10000.0,tns,0.6461538461538461,0.6999999999999998,0.6,na
4,10000.0,sqsrules_splitall,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
4,10000.0,sqsrules_splitgreedy,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
4,10000.0,sqsrules_greedywoalph,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
4,10000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
4,10000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
7,10000.0,secret,1.0,1.0,1.0,10.003127141793568
7,10000.0,cossu,0.001,0.001,0.001,na
7,10000.0,squish,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
7,10000.0,sqs,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
7,10000.0,poerma,0.9473684210526316,1.0,0.9,na
7,10000.0,tns,0.8063083788127228,0.8706349206349205,0.7508333333333332,na
7,10000.0,sqsrules_splitall,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
7,10000.0,sqsrules_splitgreedy,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
7,10000.0,sqsrules_greedywoalph,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
7,10000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
7,10000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
14,5000.0,secret,1.0,1.0,1.0,1.9040068586667378
14,5000.0,cossu,0.001,0.001,0.001,na
14,5000.0,squish,0.5925925925925924,0.6666666666666665,0.5333333333333332,na
14,5000.0,sqs,0.5490196078431372,0.6666666666666666,0.4666666666666666,na
14,5000.0,poerma,0.6206896551724138,1.0,0.45,na
14,5000.0,tns,0.7043878666592547,0.796031746031746,0.6316666666666666,na
14,5000.0,sqsrules_splitall,0.5490196078431372,0.6666666666666666,0.4666666666666666,na
14,5000.0,sqsrules_splitgreedy,0.5490196078431372,0.6666666666666666,0.4666666666666666,na
14,5000.0,sqsrules_greedywoalph,0.5490196078431372,0.6666666666666666,0.4666666666666666,na
14,5000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
14,5000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
6,10000.0,secret,1.0,1.0,1.0,9.630054704348247
6,10000.0,cossu,0.001,0.001,0.001,na
6,10000.0,squish,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
6,10000.0,sqs,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
6,10000.0,poerma,0.8235294117647058,1.0,0.7,na
6,10000.0,tns,0.7065566330452824,0.7873015873015872,0.6408333333333334,na
6,10000.0,sqsrules_splitall,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
6,10000.0,sqsrules_splitgreedy,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
6,10000.0,sqsrules_greedywoalph,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
6,10000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
6,10000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
1,5000.0,secret,1.0,1.0,1.0,1.783731504281362
1,5000.0,cossu,0.001,0.001,0.001,na
1,5000.0,squish,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
1,5000.0,sqs,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
1,5000.0,poerma,0.09523809523809523,1.0,0.05,na
1,5000.0,tns,0.7046937285946886,0.7452380952380951,0.6683333333333333,na
1,5000.0,sqsrules_splitall,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
1,5000.0,sqsrules_splitgreedy,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
1,5000.0,sqsrules_greedywoalph,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
1,5000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
1,5000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
13,5000.0,secret,0.975609756097561,0.9523809523809523,1.0,1.9249780535697938
13,5000.0,cossu,0.001,0.001,0.001,na
13,5000.0,squish,0.6666666666666664,0.6666666666666664,0.6666666666666664,na
13,5000.0,sqs,0.6495726495726494,0.6666666666666664,0.6333333333333331,na
13,5000.0,poerma,0.09523809523809523,1.0,0.05,na
13,5000.0,tns,0.6697404411909399,0.7126984126984125,0.6316666666666666,na
13,5000.0,sqsrules_splitall,0.6495726495726494,0.6666666666666664,0.6333333333333331,na
13,5000.0,sqsrules_splitgreedy,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
13,5000.0,sqsrules_greedywoalph,0.6315789473684209,0.6666666666666665,0.5999999999999999,na
13,5000.0,sqsrules_filter,-0.01,-0.01,-0.01,na
13,5000.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
