trial_num,param:num_rules,method,F1,precision,recall,runtime
17,30.0,sqsrules_splitgreedy,0.8362607338017174,0.8227726574500768,0.8501984126984127,na
17,30.0,sqsrules_greedywoalph,0.411624203821656,0.6875,0.29374999999999996,na
17,30.0,sqsrules_filter,-0.01,-0.01,-0.01,na
17,30.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
16,20.0,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,38.42574339310328
16,20.0,cossu,-0.01,-0.01,-0.01,na
16,20.0,squish,0.6026785714285714,0.46875,0.84375,na
16,20.0,sqs,0.52734375,0.3835227272727273,0.84375,na
16,20.0,poerma,0.14046795188663702,0.07669815564552407,0.8333333333333333,na
16,20.0,tns,0.556791477314335,0.5368480725623586,0.5782738095238095,na
16,20.0,sqsrules_splitall,0.52734375,0.3835227272727273,0.84375,na
16,20.0,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
16,20.0,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
16,20.0,sqsrules_filter,-0.01,-0.01,-0.01,na
16,20.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
9,10.0,secret,0.9051398337112624,0.8639971139971141,0.9503968253968255,26.18538042704264
9,10.0,cossu,-0.01,-0.01,-0.01,na
9,10.0,squish,-0.01,-0.01,-0.01,na
9,10.0,sqs,0.5113636363636364,0.36684782608695654,0.84375,na
9,10.0,poerma,0.016189232421739162,0.00817401482637534,0.8333333333333334,na
9,10.0,tns,0.5363531624397913,0.5048701298701298,0.5720238095238096,na
9,10.0,sqsrules_splitall,0.5113636363636364,0.36684782608695654,0.84375,na
9,10.0,sqsrules_splitgreedy,0.7638888888888888,0.6757478632478632,0.8784722222222221,na
9,10.0,sqsrules_greedywoalph,0.6572033898305085,0.6875,0.6294642857142857,na
9,10.0,sqsrules_filter,-0.01,-0.01,-0.01,na
9,10.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
15,30.0,secret,0.9219114003933272,0.9075268817204296,0.9367592592592592,36.14713563919067
15,30.0,cossu,0.42722656936157566,0.3290571975916802,0.6088756613756612,na
15,30.0,squish,0.5955882352941176,0.4602272727272727,0.84375,na
15,30.0,sqs,0.5563186813186812,0.4149590163934426,0.84375,na
15,30.0,poerma,0.12433457303288856,0.06717888100866828,0.8333333333333335,na
15,30.0,tns,0.5737103003054931,0.5738095238095237,0.5736111111111111,na
15,30.0,sqsrules_splitall,0.5563186813186812,0.4149590163934426,0.84375,na
15,30.0,sqsrules_splitgreedy,0.7948717948717948,0.738095238095238,0.861111111111111,na
15,30.0,sqsrules_greedywoalph,0.6335784313725491,0.6875,0.5875,na
15,30.0,sqsrules_filter,-0.01,-0.01,-0.01,na
15,30.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
9,30.0,secret,0.9404761904761901,0.9404761904761899,0.9404761904761902,42.735797917842866
9,30.0,cossu,-0.01,-0.01,-0.01,na
9,30.0,squish,-0.01,-0.01,-0.01,na
9,30.0,sqs,0.5502717391304348,0.40826612903225806,0.84375,na
9,30.0,poerma,0.13382154526095769,0.0727792059411597,0.829814814814815,na
9,30.0,tns,0.5648143023818424,0.5538786482334869,0.5761904761904761,na
9,30.0,sqsrules_splitall,0.5502717391304348,0.40826612903225806,0.84375,na
9,30.0,sqsrules_splitgreedy,0.8165322580645161,0.791015625,0.84375,na
9,30.0,sqsrules_greedywoalph,0.6335784313725491,0.6875,0.5875,na
9,30.0,sqsrules_filter,-0.01,-0.01,-0.01,na
9,30.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
13,30.0,secret,0.929365079365079,0.9293650793650788,0.9293650793650791,41.062323570251465
13,30.0,cossu,-0.01,-0.01,-0.01,na
13,30.0,squish,-0.01,-0.01,-0.01,na
13,30.0,sqs,0.5502717391304348,0.40826612903225806,0.84375,na
13,30.0,poerma,0.12379292819284114,0.06686274509803926,0.8333333333333335,na
13,30.0,tns,0.5763850101510347,0.5791858678955452,0.5736111111111111,na
13,30.0,sqsrules_splitall,0.5502717391304348,0.40826612903225806,0.84375,na
13,30.0,sqsrules_splitgreedy,0.8165322580645161,0.791015625,0.84375,na
13,30.0,sqsrules_greedywoalph,0.581334332833583,0.6875,0.5035714285714284,na
13,30.0,sqsrules_filter,-0.01,-0.01,-0.01,na
13,30.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
14,30.0,secret,0.9071038251366116,0.8924731182795694,0.922222222222222,43.22393748362859
14,30.0,cossu,-0.01,-0.01,-0.01,na
14,30.0,squish,-0.01,-0.01,-0.01,na
14,30.0,sqs,0.5443548387096774,0.4017857142857143,0.84375,na
14,30.0,poerma,0.12943141273817665,0.07016460905349799,0.8333333333333335,na
14,30.0,tns,0.5625534262188482,0.5816820276497694,0.5446428571428571,na
14,30.0,sqsrules_splitall,0.5443548387096774,0.4017857142857143,0.84375,na
14,30.0,sqsrules_splitgreedy,0.8362607338017174,0.8227726574500768,0.8501984126984127,na
14,30.0,sqsrules_greedywoalph,0.4875314333612741,0.6875,0.37767857142857136,na
14,30.0,sqsrules_filter,-0.01,-0.01,-0.01,na
14,30.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
0,20.0,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,38.95746878782908
0,20.0,cossu,-0.01,-0.01,-0.01,na
0,20.0,squish,0.625,0.4963235294117647,0.84375,na
0,20.0,sqs,0.5357142857142857,0.39244186046511625,0.84375,na
0,20.0,poerma,0.10870673395524291,0.05814587593728699,0.8333333333333333,na
0,20.0,tns,0.556791477314335,0.5368480725623586,0.5782738095238095,na
0,20.0,sqsrules_splitall,0.5357142857142857,0.39244186046511625,0.84375,na
0,20.0,sqsrules_splitgreedy,0.8231707317073171,0.8035714285714286,0.84375,na
0,20.0,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
0,20.0,sqsrules_filter,-0.01,-0.01,-0.01,na
0,20.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
0,40.0,secret,0.9321428571428566,0.9321428571428564,0.9321428571428567,53.965848632653554
0,40.0,cossu,-0.01,-0.01,-0.01,na
0,40.0,squish,0.5921052631578947,0.4560810810810811,0.84375,na
0,40.0,sqs,0.5818965517241379,0.4440789473684211,0.84375,na
0,40.0,poerma,0.147620160473631,0.08098290598290603,0.8333333333333334,na
0,40.0,tns,0.5674966225417324,0.5641114982578395,0.5709226190476191,na
0,40.0,sqsrules_splitall,0.5818965517241379,0.4440789473684211,0.84375,na
0,40.0,sqsrules_splitgreedy,0.8333333333333331,0.823170731707317,0.84375,na
0,40.0,sqsrules_greedywoalph,0.5597930702598652,0.6875,0.4720982142857143,na
0,40.0,sqsrules_filter,-0.01,-0.01,-0.01,na
0,40.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
17,10.0,secret,0.9404761904761906,0.9404761904761907,0.9404761904761905,32.9926464120547
17,10.0,cossu,-0.01,-0.01,-0.01,na
17,10.0,squish,0.52734375,0.3835227272727273,0.84375,na
17,10.0,sqs,0.4560810810810811,0.3125,0.84375,na
17,10.0,poerma,0.10927385759148878,0.0584705075445816,0.8333333333333334,na
17,10.0,tns,0.5503893601336282,0.5200216450216449,0.5845238095238096,na
17,10.0,sqsrules_splitall,0.4560810810810811,0.3125,0.84375,na
17,10.0,sqsrules_splitgreedy,0.7789855072463766,0.689102564102564,0.8958333333333333,na
17,10.0,sqsrules_greedywoalph,0.6572033898305085,0.6875,0.6294642857142857,na
17,10.0,sqsrules_filter,-0.01,-0.01,-0.01,na
17,10.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
11,40.0,secret,0.8988095238095233,0.8988095238095231,0.8988095238095235,51.92353687286377
11,40.0,cossu,-0.01,-0.01,-0.01,na
11,40.0,squish,0.594661610268378,0.4591216216216216,0.84375,na
11,40.0,sqs,0.5578512396694214,0.4166666666666667,0.84375,na
11,40.0,poerma,0.13744832088199035,0.07490118577075103,0.8333333333333334,na
11,40.0,tns,0.5805080044692502,0.5807781649245061,0.5802380952380954,na
11,40.0,sqsrules_splitall,0.5578512396694214,0.4166666666666667,0.84375,na
11,40.0,sqsrules_splitgreedy,0.8231707317073171,0.8035714285714286,0.84375,na
11,40.0,sqsrules_greedywoalph,0.5130012212497455,0.6875,0.4091517857142857,na
11,40.0,sqsrules_filter,-0.01,-0.01,-0.01,na
11,40.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
2,40.0,secret,0.8988095238095233,0.8988095238095231,0.8988095238095235,44.29680609703064
2,40.0,cossu,0.4517567761910703,0.40856595511767896,0.50515873015873,na
2,40.0,squish,0.5921052631578947,0.4560810810810811,0.84375,na
2,40.0,sqs,0.5625,0.421875,0.84375,na
2,40.0,poerma,0.13238850523847795,0.07190596668775041,0.8333333333333334,na
2,40.0,tns,0.5635249466772045,0.5786101432442893,0.5492063492063494,na
2,40.0,sqsrules_splitall,0.5625,0.421875,0.84375,na
2,40.0,sqsrules_splitgreedy,0.8326074332171892,0.8127834467120181,0.853422619047619,na
2,40.0,sqsrules_greedywoalph,0.4875314333612741,0.6875,0.37767857142857136,na
2,40.0,sqsrules_filter,-0.01,-0.01,-0.01,na
2,40.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
18,30.0,secret,0.929365079365079,0.9293650793650788,0.9293650793650791,41.48564511537552
18,30.0,cossu,-0.01,-0.01,-0.01,na
18,30.0,squish,-0.01,-0.01,-0.01,na
18,30.0,sqs,0.538563829787234,0.3955078125,0.84375,na
18,30.0,poerma,0.14240374175227602,0.07785388127853886,0.8333333333333335,na
18,30.0,tns,0.5787038931498919,0.5754992319508446,0.5819444444444444,na
18,30.0,sqsrules_splitall,0.538563829787234,0.3955078125,0.84375,na
18,30.0,sqsrules_splitgreedy,0.8090828924162257,0.7723063973063973,0.849537037037037,na
18,30.0,sqsrules_greedywoalph,0.6327627409216064,0.6855820105820105,0.5875,na
18,30.0,sqsrules_filter,-0.01,-0.01,-0.01,na
18,30.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
12,30.0,secret,0.918253968253968,0.9182539682539679,0.918253968253968,40.46286936998367
12,30.0,cossu,-0.01,-0.01,-0.01,na
12,30.0,squish,0.5721620612397312,0.4328389830508475,0.84375,na
12,30.0,sqs,0.5328947368421053,0.3894230769230769,0.84375,na
12,30.0,poerma,0.13630721200206722,0.07422396286626057,0.8333333333333335,na
12,30.0,tns,0.5881798749930746,0.5977598566308241,0.5789021164021163,na
12,30.0,sqsrules_splitall,0.5328947368421053,0.3894230769230769,0.84375,na
12,30.0,sqsrules_splitgreedy,0.8356102003642987,0.8221326164874552,0.849537037037037,na
12,30.0,sqsrules_greedywoalph,0.6335784313725491,0.6875,0.5875,na
12,30.0,sqsrules_filter,-0.01,-0.01,-0.01,na
12,30.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
8,10.0,secret,0.9404761904761906,0.9404761904761907,0.9404761904761905,22.137596269448597
8,10.0,cossu,-0.01,-0.01,-0.01,na
8,10.0,squish,0.52734375,0.3835227272727273,0.84375,na
8,10.0,sqs,0.46875,0.3245192307692308,0.84375,na
8,10.0,poerma,0.12598832483558708,0.0681454836131095,0.8333333333333334,na
8,10.0,tns,0.5490888262620441,0.5279220779220779,0.5720238095238096,na
8,10.0,sqsrules_splitall,0.46875,0.3245192307692308,0.84375,na
8,10.0,sqsrules_splitgreedy,0.8201058201058201,0.7828282828282828,0.861111111111111,na
8,10.0,sqsrules_greedywoalph,0.6572033898305085,0.6875,0.6294642857142857,na
8,10.0,sqsrules_filter,-0.01,-0.01,-0.01,na
8,10.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
8,50.0,secret,0.8538095238095229,0.8538095238095227,0.8538095238095234,53.68184892336527
8,50.0,cossu,-0.01,-0.01,-0.01,na
8,50.0,squish,0.5721110611510791,0.432780612244898,0.84375,na
8,50.0,sqs,0.5739795918367347,0.43492268041237114,0.84375,na
8,50.0,poerma,0.2165302511881855,0.12566636717580124,0.7818571428571427,na
8,50.0,tns,0.5496067095319893,0.5661531279178335,0.5340000000000003,na
8,50.0,sqsrules_splitall,0.5739795918367347,0.43492268041237114,0.84375,na
8,50.0,sqsrules_splitgreedy,0.818738553113553,0.7884149029982362,0.8514880952380952,na
8,50.0,sqsrules_greedywoalph,0.3948574338085539,0.6875,0.27696428571428566,na
8,50.0,sqsrules_filter,-0.01,-0.01,-0.01,na
8,50.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
10,10.0,secret,0.9384920634920637,0.9384920634920636,0.9384920634920636,19.081991891066235
10,10.0,cossu,0.39621848739495813,0.28065476190476196,0.6735714285714287,na
10,10.0,squish,-0.01,-0.01,-0.01,na
10,10.0,sqs,0.4963235294117647,0.3515625,0.84375,na
10,10.0,poerma,0.10561853434925352,0.05638227513227512,0.8333333333333334,na
10,10.0,tns,0.5503893601336282,0.5200216450216449,0.5845238095238096,na
10,10.0,sqsrules_splitall,0.4963235294117647,0.3515625,0.84375,na
10,10.0,sqsrules_splitgreedy,0.798611111111111,0.7320601851851851,0.8784722222222221,na
10,10.0,sqsrules_greedywoalph,0.6550045452908987,0.6827050264550265,0.6294642857142857,na
10,10.0,sqsrules_filter,-0.01,-0.01,-0.01,na
10,10.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
16,50.0,secret,0.8486072206660434,0.8322878510378501,0.8655793650793646,47.852694662412006
16,50.0,cossu,0.4529700173481345,0.44848310291858634,0.45754761904761887,na
16,50.0,squish,0.5859375,0.4488031914893617,0.84375,na
16,50.0,sqs,0.5701013513513513,0.430484693877551,0.84375,na
16,50.0,poerma,0.1267333649818684,0.06869347545219642,0.8171666666666666,na
16,50.0,tns,0.5415213888075007,0.5527777777777774,0.5307142857142859,na
16,50.0,sqsrules_splitall,0.5701013513513513,0.430484693877551,0.84375,na
16,50.0,sqsrules_splitgreedy,0.7996355843036909,0.7577770691609977,0.8463888888888889,na
16,50.0,sqsrules_greedywoalph,0.4660456730769231,0.6875,0.3525,na
16,50.0,sqsrules_filter,-0.01,-0.01,-0.01,na
16,50.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
4,50.0,secret,0.8427484719680868,0.8278006715506705,0.8582460317460313,56.26844569444656
4,50.0,cossu,-0.01,-0.01,-0.01,na
4,50.0,squish,0.5692771084337349,0.4295454545454546,0.84375,na
4,50.0,sqs,0.5818965517241379,0.4440789473684211,0.84375,na
4,50.0,poerma,0.1341991341991343,0.07297551789077218,0.8333333333333331,na
4,50.0,tns,0.5788166251841308,0.5814425770308121,0.5762142857142859,na
4,50.0,sqsrules_splitall,0.5845648604269293,0.44611528822055135,0.8476190476190476,na
4,50.0,sqsrules_splitgreedy,0.830999066293184,0.815018315018315,0.8476190476190476,na
4,50.0,sqsrules_greedywoalph,0.5080248935473305,0.6875,0.4028571428571429,na
4,50.0,sqsrules_filter,-0.01,-0.01,-0.01,na
4,50.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
2,20.0,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,33.96475671132406
2,20.0,cossu,-0.01,-0.01,-0.01,na
2,20.0,squish,0.5818965517241379,0.4440789473684211,0.84375,na
2,20.0,sqs,0.5037313432835822,0.35904255319148937,0.84375,na
2,20.0,poerma,0.12315591083382077,0.06649122807017545,0.8333333333333333,na
2,20.0,tns,0.5800282688209427,0.5798185941043086,0.5802380952380952,na
2,20.0,sqsrules_splitall,0.5037313432835822,0.35904255319148937,0.84375,na
2,20.0,sqsrules_splitgreedy,0.7907196969696969,0.7248263888888888,0.8697916666666666,na
2,20.0,sqsrules_greedywoalph,0.6560060089497081,0.6848845598845599,0.6294642857142856,na
2,20.0,sqsrules_filter,-0.01,-0.01,-0.01,na
2,20.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
16,30.0,secret,0.9404761904761901,0.9404761904761899,0.9404761904761902,45.164464354515076
16,30.0,cossu,-0.01,-0.01,-0.01,na
16,30.0,squish,0.5818965517241379,0.4440789473684211,0.84375,na
16,30.0,sqs,0.5328947368421053,0.3894230769230769,0.84375,na
16,30.0,poerma,0.13185702945391198,0.07159249930030791,0.8333333333333335,na
16,30.0,tns,0.5571628019817249,0.543125960061444,0.5719444444444445,na
16,30.0,sqsrules_splitall,0.5328947368421053,0.3894230769230769,0.84375,na
16,30.0,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
16,30.0,sqsrules_greedywoalph,0.6572033898305085,0.6875,0.6294642857142858,na
16,30.0,sqsrules_filter,-0.01,-0.01,-0.01,na
16,30.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
10,30.0,secret,0.9287037037037034,0.9287037037037033,0.9287037037037035,41.107774285475415
10,30.0,cossu,-0.01,-0.01,-0.01,na
10,30.0,squish,0.5596238130021913,0.41864754098360657,0.84375,na
10,30.0,sqs,0.5625,0.421875,0.84375,na
10,30.0,poerma,0.12797417998949193,0.06930894308943093,0.8333333333333335,na
10,30.0,tns,0.5681914314962279,0.5591781874039938,0.5775,na
10,30.0,sqsrules_splitall,0.5625,0.421875,0.84375,na
10,30.0,sqsrules_splitgreedy,0.8035714285714286,0.7670454545454546,0.84375,na
10,30.0,sqsrules_greedywoalph,0.6335784313725491,0.6875,0.5875,na
10,30.0,sqsrules_filter,-0.01,-0.01,-0.01,na
10,30.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
8,20.0,secret,0.9394841269841269,0.9394841269841269,0.9394841269841269,33.52694136301677
8,20.0,cossu,-0.01,-0.01,-0.01,na
8,20.0,squish,0.5818965517241379,0.4440789473684211,0.84375,na
8,20.0,sqs,0.5443548387096774,0.4017857142857143,0.84375,na
8,20.0,poerma,0.12743174216815203,0.06902726902726902,0.8280555555555555,na
8,20.0,tns,0.5481352090991984,0.5294784580498869,0.5681547619047619,na
8,20.0,sqsrules_splitall,0.5443548387096774,0.4017857142857143,0.84375,na
8,20.0,sqsrules_splitgreedy,0.8035714285714286,0.7670454545454546,0.84375,na
8,20.0,sqsrules_greedywoalph,0.6211730153079387,0.6875,0.5665178571428571,na
8,20.0,sqsrules_filter,-0.01,-0.01,-0.01,na
8,20.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
14,40.0,secret,0.9154761904761899,0.9154761904761897,0.9154761904761901,54.100272325674695
14,40.0,cossu,-0.01,-0.01,-0.01,na
14,40.0,squish,-0.01,-0.01,-0.01,na
14,40.0,sqs,0.5443548387096774,0.4017857142857143,0.84375,na
14,40.0,poerma,0.14046795188663713,0.07669815564552412,0.8333333333333334,na
14,40.0,tns,0.5582591985542545,0.5685830429732865,0.5483035714285716,na
14,40.0,sqsrules_splitall,0.5443548387096774,0.4017857142857143,0.84375,na
14,40.0,sqsrules_splitgreedy,0.8333333333333331,0.823170731707317,0.84375,na
14,40.0,sqsrules_greedywoalph,0.4875314333612741,0.6875,0.37767857142857136,na
14,40.0,sqsrules_filter,-0.01,-0.01,-0.01,na
14,40.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
11,50.0,secret,0.8828571428571421,0.8828571428571418,0.8828571428571425,54.524094291528066
11,50.0,cossu,-0.01,-0.01,-0.01,na
11,50.0,squish,0.5952157598499062,0.45978260869565213,0.84375,na
11,50.0,sqs,0.5779109589041096,0.439453125,0.84375,na
11,50.0,poerma,0.1480452084591683,0.08134442532032898,0.8223809523809522,na
11,50.0,tns,0.5753851127173901,0.5800264550264548,0.5708174603174606,na
11,50.0,sqsrules_splitall,0.5779109589041096,0.439453125,0.84375,na
11,50.0,sqsrules_splitgreedy,0.8430575200377181,0.8347922502334266,0.8514880952380952,na
11,50.0,sqsrules_greedywoalph,0.2477108177172061,0.6875,0.15107142857142855,na
11,50.0,sqsrules_filter,-0.01,-0.01,-0.01,na
11,50.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
12,10.0,secret,0.8956916099773244,0.8549783549783552,0.9404761904761905,29.656104803085327
12,10.0,cossu,-0.01,-0.01,-0.01,na
12,10.0,squish,-0.01,-0.01,-0.01,na
12,10.0,sqs,0.46875,0.3245192307692308,0.84375,na
12,10.0,poerma,0.12193377672888506,0.06577932098765431,0.8333333333333334,na
12,10.0,tns,0.5430188759549701,0.512987012987013,0.5767857142857143,na
12,10.0,sqsrules_splitall,0.46875,0.3245192307692308,0.84375,na
12,10.0,sqsrules_splitgreedy,0.798611111111111,0.7320601851851851,0.8784722222222221,na
12,10.0,sqsrules_greedywoalph,0.6572033898305085,0.6875,0.6294642857142857,na
12,10.0,sqsrules_filter,-0.01,-0.01,-0.01,na
12,10.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
4,30.0,secret,0.9404761904761901,0.9404761904761899,0.9404761904761902,39.52747184832891
4,30.0,cossu,-0.01,-0.01,-0.01,na
4,30.0,squish,0.5955882352941176,0.4602272727272727,0.84375,na
4,30.0,sqs,0.5752840909090908,0.4364224137931034,0.84375,na
