trial_num,param:noise,method,F1,precision,recall,runtime
13,0.4,secret,0.9394841269841269,0.9394841269841269,0.9394841269841269,29.0177823583285
13,0.4,cossu,-0.01,-0.01,-0.01,na
13,0.4,squish,0.5921052631578947,0.4560810810810811,0.84375,na
13,0.4,sqs,0.5532786885245901,0.4115853658536585,0.84375,na
13,0.4,poerma,0.10278244833758204,0.05476878612716764,0.8333333333333333,na
13,0.4,tns,0.5624413263806669,0.5531746031746033,0.5720238095238095,na
13,0.4,sqsrules_splitall,0.5532786885245901,0.4115853658536585,0.84375,na
13,0.4,sqsrules_splitgreedy,0.8118386243386243,0.7749368686868686,0.8524305555555556,na
13,0.4,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
13,0.4,sqsrules_filter,-0.01,-0.01,-0.01,na
13,0.4,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
16,0.2,secret,0.9394841269841269,0.9394841269841269,0.9394841269841269,33.0604130824407
16,0.2,cossu,-0.01,-0.01,-0.01,na
16,0.2,squish,-0.01,-0.01,-0.01,na
16,0.2,sqs,0.4963235294117647,0.3515625,0.84375,na
16,0.2,poerma,0.1281531074592548,0.06941391941391943,0.8333333333333333,na
16,0.2,tns,0.556791477314335,0.5368480725623586,0.5782738095238095,na
16,0.2,sqsrules_splitall,0.4963235294117647,0.3515625,0.84375,na
16,0.2,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
16,0.2,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
16,0.2,sqsrules_filter,-0.01,-0.01,-0.01,na
16,0.2,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
17,0.4,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,33.00357021093369
17,0.4,cossu,-0.01,-0.01,-0.01,na
17,0.4,squish,0.5745490417136415,0.4355769230769231,0.84375,na
17,0.4,sqs,0.5357142857142857,0.39244186046511625,0.84375,na
17,0.4,poerma,0.11022756658908717,0.05901696088611977,0.8333333333333333,na
17,0.4,tns,0.5915122050555266,0.6035336356764929,0.5799603174603174,na
17,0.4,sqsrules_splitall,0.5357142857142857,0.39244186046511625,0.84375,na
17,0.4,sqsrules_splitgreedy,0.7749368686868686,0.7103587962962963,0.8524305555555556,na
17,0.4,sqsrules_greedywoalph,0.5370498614958449,0.6875,0.44062499999999993,na
17,0.4,sqsrules_filter,-0.01,-0.01,-0.01,na
17,0.4,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
12,0.4,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,31.83837954203288
12,0.4,cossu,-0.01,-0.01,-0.01,na
12,0.4,squish,0.6026785714285714,0.46875,0.84375,na
12,0.4,sqs,0.5192307692307693,0.375,0.84375,na
12,0.4,poerma,0.11288497051289692,0.06054313099041535,0.8333333333333333,na
12,0.4,tns,0.5756844971414131,0.5712018140589571,0.5802380952380952,na
12,0.4,sqsrules_splitall,0.5192307692307693,0.375,0.84375,na
12,0.4,sqsrules_splitgreedy,0.8231707317073171,0.8035714285714286,0.84375,na
12,0.4,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
12,0.4,sqsrules_filter,-0.01,-0.01,-0.01,na
12,0.4,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
9,1.0,secret,0.001,0.001,0.001,12.018359096844991
9,1.0,cossu,0.001,0.001,0.001,na
9,1.0,squish,0.001,0.001,0.001,na
9,1.0,sqs,0.001,0.001,0.001,na
9,1.0,poerma,-0.01,-0.01,-0.01,na
9,1.0,tns,0.05087946756558191,0.04841269841269841,0.05361111111111111,na
9,1.0,sqsrules_splitall,0.001,0.001,0.001,na
9,1.0,sqsrules_splitgreedy,0.001,0.001,0.001,na
9,1.0,sqsrules_greedywoalph,0.001,0.001,0.001,na
9,1.0,sqsrules_filter,0.001,0.001,0.001,na
9,1.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
17,0.6000000000000001,secret,0.9238095238095237,0.9238095238095239,0.9238095238095237,24.75198511282603
17,0.6000000000000001,cossu,0.4339461075305977,0.3265079365079364,0.6467658730158728,na
17,0.6000000000000001,squish,0.6026785714285714,0.46875,0.84375,na
17,0.6000000000000001,sqs,0.5921052631578947,0.4560810810810811,0.84375,na
17,0.6000000000000001,poerma,0.11319126336055235,0.06071937321937323,0.8333333333333333,na
17,0.6000000000000001,tns,0.5591228018879021,0.5992819349962208,0.5240079365079364,na
17,0.6000000000000001,sqsrules_splitall,0.5921052631578947,0.4560810810810811,0.84375,na
17,0.6000000000000001,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
17,0.6000000000000001,sqsrules_greedywoalph,0.43179287305122493,0.6875,0.31473214285714285,na
17,0.6000000000000001,sqsrules_filter,-0.01,-0.01,-0.01,na
17,0.6000000000000001,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
16,0.4,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,30.826408410072325
16,0.4,cossu,-0.01,-0.01,-0.01,na
16,0.4,squish,0.5625,0.421875,0.84375,na
16,0.4,sqs,0.5443548387096774,0.4017857142857143,0.84375,na
16,0.4,poerma,0.10714083790354499,0.05725075528700907,0.8333333333333333,na
16,0.4,tns,0.5632162240642785,0.5489229024943312,0.5782738095238095,na
16,0.4,sqsrules_splitall,0.5443548387096774,0.4017857142857143,0.84375,na
16,0.4,sqsrules_splitgreedy,0.7848837209302325,0.7336956521739131,0.84375,na
16,0.4,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
16,0.4,sqsrules_filter,-0.01,-0.01,-0.01,na
16,0.4,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
9,0.2,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,31.840944004058837
9,0.2,cossu,-0.01,-0.01,-0.01,na
9,0.2,squish,-0.01,-0.01,-0.01,na
9,0.2,sqs,0.5037313432835822,0.35904255319148937,0.84375,na
9,0.2,poerma,0.14285372494636578,0.07816966343937298,0.8280555555555555,na
9,0.2,tns,0.5496235568453072,0.5289115646258506,0.5720238095238095,na
9,0.2,sqsrules_splitall,0.5037313432835822,0.35904255319148937,0.84375,na
9,0.2,sqsrules_splitgreedy,0.8010335917312662,0.748792270531401,0.861111111111111,na
9,0.2,sqsrules_greedywoalph,0.6211730153079387,0.6875,0.5665178571428571,na
9,0.2,sqsrules_filter,-0.01,-0.01,-0.01,na
9,0.2,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
15,0.6000000000000001,secret,0.9071428571428575,0.9071428571428575,0.9071428571428571,27.404996808369955
15,0.6000000000000001,cossu,0.4469646338067389,0.3442835692835692,0.636924603174603,na
15,0.6000000000000001,squish,0.625,0.4963235294117647,0.84375,na
15,0.6000000000000001,sqs,0.5921052631578947,0.4560810810810811,0.84375,na
15,0.6000000000000001,poerma,0.09269830913934649,0.04907887161773172,0.8333333333333333,na
15,0.6000000000000001,tns,0.5053397174347656,0.5486961451247166,0.4683333333333334,na
15,0.6000000000000001,sqsrules_splitall,0.5921052631578947,0.4560810810810811,0.84375,na
15,0.6000000000000001,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
15,0.6000000000000001,sqsrules_greedywoalph,0.5370498614958449,0.6875,0.44062499999999993,na
15,0.6000000000000001,sqsrules_filter,-0.01,-0.01,-0.01,na
15,0.6000000000000001,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
9,0.6000000000000001,secret,0.9238095238095237,0.9238095238095239,0.9238095238095237,25.848868910471598
9,0.6000000000000001,cossu,0.4310288126721805,0.3266890516890516,0.6332936507936506,na
9,0.6000000000000001,squish,0.5844323394495413,0.44703947368421054,0.84375,na
9,0.6000000000000001,sqs,0.6026785714285714,0.46875,0.84375,na
9,0.6000000000000001,poerma,0.10135225629884033,0.053979624323463864,0.8280555555555555,na
9,0.6000000000000001,tns,0.5632162240642785,0.5489229024943312,0.5782738095238095,na
9,0.6000000000000001,sqsrules_splitall,0.6026785714285714,0.46875,0.84375,na
9,0.6000000000000001,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
9,0.6000000000000001,sqsrules_greedywoalph,0.6211730153079387,0.6875,0.5665178571428571,na
9,0.6000000000000001,sqsrules_filter,-0.01,-0.01,-0.01,na
9,0.6000000000000001,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
13,0.6000000000000001,secret,0.9238095238095237,0.9238095238095239,0.9238095238095237,26.072998229662577
13,0.6000000000000001,cossu,0.4127769000365712,0.3070847851335655,0.6294047619047618,na
13,0.6000000000000001,squish,0.6276169950738917,0.49963235294117647,0.84375,na
13,0.6000000000000001,sqs,0.5625,0.421875,0.84375,na
13,0.6000000000000001,poerma,0.09650150226613027,0.05121621621621622,0.8333333333333333,na
13,0.6000000000000001,tns,0.5560723471908438,0.5409863945578234,0.5720238095238095,na
13,0.6000000000000001,sqsrules_splitall,0.5625,0.421875,0.84375,na
13,0.6000000000000001,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
13,0.6000000000000001,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
13,0.6000000000000001,sqsrules_filter,-0.01,-0.01,-0.01,na
13,0.6000000000000001,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
14,0.6000000000000001,secret,0.9238095238095237,0.9238095238095239,0.9238095238095237,24.727850464979806
14,0.6000000000000001,cossu,0.4213525893128218,0.3110166288737717,0.6530158730158729,na
14,0.6000000000000001,squish,0.625,0.4963235294117647,0.84375,na
14,0.6000000000000001,sqs,0.5921052631578947,0.4560810810810811,0.84375,na
14,0.6000000000000001,poerma,0.09797161408952479,0.05204517704517705,0.8333333333333333,na
14,0.6000000000000001,tns,0.5663832398024681,0.5531746031746033,0.5802380952380952,na
14,0.6000000000000001,sqsrules_splitall,0.5921052631578947,0.4560810810810811,0.84375,na
14,0.6000000000000001,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
14,0.6000000000000001,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
14,0.6000000000000001,sqsrules_filter,-0.01,-0.01,-0.01,na
14,0.6000000000000001,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
0,0.4,secret,0.9464285714285715,0.9464285714285714,0.9464285714285715,30.089061494668325
0,0.4,cossu,-0.01,-0.01,-0.01,na
0,0.4,squish,0.5818965517241379,0.4440789473684211,0.84375,na
0,0.4,sqs,0.52734375,0.3835227272727273,0.84375,na
0,0.4,poerma,0.11387163561076605,0.061111111111111116,0.8333333333333333,na
0,0.4,tns,0.5560723471908438,0.5409863945578234,0.5720238095238095,na
0,0.4,sqsrules_splitall,0.52734375,0.3835227272727273,0.84375,na
0,0.4,sqsrules_splitgreedy,0.8316395663956639,0.8118386243386243,0.8524305555555556,na
0,0.4,sqsrules_greedywoalph,0.6211730153079387,0.6875,0.5665178571428571,na
0,0.4,sqsrules_filter,-0.01,-0.01,-0.01,na
0,0.4,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
0,0.8,secret,0.7738095238095236,0.7738095238095236,0.7738095238095237,20.986623402436575
0,0.8,cossu,0.5092665039698572,0.5732142857142858,0.4581547619047619,na
0,0.8,squish,0.6887755102040816,0.5818965517241379,0.84375,na
0,0.8,sqs,0.675,0.5625,0.84375,na
0,0.8,poerma,0.11397848698996357,0.06120129870129871,0.8280555555555555,na
0,0.8,tns,0.5504047211754066,0.533730158730159,0.5681547619047619,na
0,0.8,sqsrules_splitall,0.675,0.5625,0.84375,na
0,0.8,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
0,0.8,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
0,0.8,sqsrules_filter,-0.01,-0.01,-0.01,na
0,0.8,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
17,0.2,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,27.983113976319633
17,0.2,cossu,-0.01,-0.01,-0.01,na
17,0.2,squish,-0.01,-0.01,-0.01,na
17,0.2,sqs,0.4963235294117647,0.3515625,0.84375,na
17,0.2,poerma,0.13077159073477526,0.07095297544735747,0.8333333333333333,na
17,0.2,tns,0.5837869526375217,0.5934807256235829,0.5744047619047619,na
17,0.2,sqsrules_splitall,0.4963235294117647,0.3515625,0.84375,na
17,0.2,sqsrules_splitgreedy,0.8118386243386243,0.7749368686868686,0.8524305555555556,na
17,0.2,sqsrules_greedywoalph,0.581334332833583,0.6875,0.5035714285714284,na
17,0.2,sqsrules_filter,-0.01,-0.01,-0.01,na
17,0.2,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
11,0.8,secret,0.7738095238095236,0.7738095238095236,0.7738095238095237,19.552632053693134
11,0.8,cossu,0.5149677608512934,0.45614344503233384,0.5912103174603174,na
11,0.8,squish,0.703125,0.6026785714285714,0.84375,na
11,0.8,sqs,0.675,0.5625,0.84375,na
11,0.8,poerma,0.10996802805280531,0.05886818495514149,0.8333333333333333,na
11,0.8,tns,0.551794173449878,0.5330498866213155,0.5719047619047619,na
11,0.8,sqsrules_splitall,0.675,0.5625,0.84375,na
11,0.8,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
11,0.8,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
11,0.8,sqsrules_filter,-0.01,-0.01,-0.01,na
11,0.8,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
2,0.8,secret,0.7738095238095236,0.7738095238095236,0.7738095238095237,20.35083436171214
2,0.8,cossu,0.5003626861494875,0.5650132275132278,0.4489880952380953,na
2,0.8,squish,0.7336956521739131,0.6490384615384616,0.84375,na
2,0.8,sqs,0.703125,0.6026785714285714,0.84375,na
2,0.8,poerma,0.2936242820175338,0.43956582633053215,0.2204365079365079,na
2,0.8,tns,0.5647643418020477,0.5554421768707484,0.5744047619047619,na
2,0.8,sqsrules_splitall,0.703125,0.6026785714285714,0.84375,na
2,0.8,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
2,0.8,sqsrules_greedywoalph,0.581334332833583,0.6875,0.5035714285714284,na
2,0.8,sqsrules_filter,-0.01,-0.01,-0.01,na
2,0.8,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
18,0.6000000000000001,secret,0.8956916099773241,0.8549783549783548,0.9404761904761905,28.12315250635147
18,0.6000000000000001,cossu,0.4070687571228993,0.3086333720480061,0.5976984126984127,na
18,0.6000000000000001,squish,0.6367924528301887,0.5113636363636364,0.84375,na
18,0.6000000000000001,sqs,0.6136363636363635,0.48214285714285715,0.84375,na
18,0.6000000000000001,poerma,0.09848091029861954,0.05233271945979129,0.8333333333333333,na
18,0.6000000000000001,tns,0.5440903069253766,0.564965986394558,0.524702380952381,na
18,0.6000000000000001,sqsrules_splitall,0.6136363636363635,0.48214285714285715,0.84375,na
18,0.6000000000000001,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
18,0.6000000000000001,sqsrules_greedywoalph,0.5370498614958449,0.6875,0.44062499999999993,na
18,0.6000000000000001,sqsrules_filter,-0.01,-0.01,-0.01,na
18,0.6000000000000001,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
12,0.6000000000000001,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,26.08813299735387
12,0.6000000000000001,cossu,0.41597329129844796,0.3091362126245847,0.6356547619047617,na
12,0.6000000000000001,squish,0.6490384615384616,0.52734375,0.84375,na
12,0.6000000000000001,sqs,0.6026785714285714,0.46875,0.84375,na
12,0.6000000000000001,poerma,0.09601256523281149,0.05094086021505377,0.8333333333333333,na
12,0.6000000000000001,tns,0.5561322361951325,0.5410997732426306,0.5720238095238095,na
12,0.6000000000000001,sqsrules_splitall,0.6026785714285714,0.46875,0.84375,na
12,0.6000000000000001,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
12,0.6000000000000001,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
12,0.6000000000000001,sqsrules_filter,-0.01,-0.01,-0.01,na
12,0.6000000000000001,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
8,0.2,secret,0.9131823461091754,0.8914399092970522,0.9360119047619048,24.002043426036835
8,0.2,cossu,-0.01,-0.01,-0.01,na
8,0.2,squish,-0.01,-0.01,-0.01,na
8,0.2,sqs,0.5113636363636364,0.36684782608695654,0.84375,na
8,0.2,poerma,0.14394524978316162,0.07882380288238029,0.8280555555555555,na
8,0.2,tns,0.5806294122083918,0.574886621315193,0.5864880952380952,na
8,0.2,sqsrules_splitall,0.5113636363636364,0.36684782608695654,0.84375,na
8,0.2,sqsrules_splitgreedy,0.7907196969696969,0.7248263888888888,0.8697916666666666,na
8,0.2,sqsrules_greedywoalph,0.6211730153079387,0.6875,0.5665178571428571,na
8,0.2,sqsrules_filter,-0.01,-0.01,-0.01,na
8,0.2,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
8,1.0,secret,-0.01,-0.01,-0.01,11.584572219848633
8,1.0,cossu,0.001,0.001,0.001,na
8,1.0,squish,0.001,0.001,0.001,na
8,1.0,sqs,0.001,0.001,0.001,na
8,1.0,poerma,-0.01,-0.01,-0.01,na
8,1.0,tns,0.024911535739561216,0.025396825396825397,0.024444444444444442,na
8,1.0,sqsrules_splitall,0.001,0.001,0.001,na
8,1.0,sqsrules_splitgreedy,0.001,0.001,0.001,na
8,1.0,sqsrules_greedywoalph,0.001,0.001,0.001,na
8,1.0,sqsrules_filter,-0.01,-0.01,-0.01,na
8,1.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
10,0.2,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,34.059613013267516
10,0.2,cossu,-0.01,-0.01,-0.01,na
10,0.2,squish,-0.01,-0.01,-0.01,na
10,0.2,sqs,0.5113636363636364,0.36684782608695654,0.84375,na
10,0.2,poerma,0.14991646882968435,0.08236714975845412,0.8333333333333333,na
10,0.2,tns,0.5560723471908438,0.5409863945578234,0.5720238095238095,na
10,0.2,sqsrules_splitall,0.5113636363636364,0.36684782608695654,0.84375,na
10,0.2,sqsrules_splitgreedy,0.8035714285714286,0.7670454545454546,0.84375,na
10,0.2,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
10,0.2,sqsrules_filter,-0.01,-0.01,-0.01,na
10,0.2,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
16,1.0,secret,-0.01,-0.01,-0.01,11.629739824930827
16,1.0,cossu,0.001,0.001,0.001,na
16,1.0,squish,0.001,0.001,0.001,na
16,1.0,sqs,0.001,0.001,0.001,na
16,1.0,poerma,-0.01,-0.01,-0.01,na
16,1.0,tns,0.029282407407407403,0.0365079365079365,0.024444444444444442,na
16,1.0,sqsrules_splitall,0.001,0.001,0.001,na
16,1.0,sqsrules_splitgreedy,0.001,0.001,0.001,na
16,1.0,sqsrules_greedywoalph,0.001,0.001,0.001,na
16,1.0,sqsrules_filter,0.001,0.001,0.001,na
16,1.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
4,1.0,secret,-0.01,-0.01,-0.01,12.767975123723348
4,1.0,cossu,0.001,0.001,0.001,na
4,1.0,squish,0.001,0.001,0.001,na
4,1.0,sqs,0.001,0.001,0.001,na
4,1.0,poerma,-0.01,-0.01,-0.01,na
4,1.0,tns,0.08548470209339776,0.08293650793650795,0.08819444444444445,na
4,1.0,sqsrules_splitall,0.001,0.001,0.001,na
4,1.0,sqsrules_splitgreedy,0.001,0.001,0.001,na
4,1.0,sqsrules_greedywoalph,0.001,0.001,0.001,na
4,1.0,sqsrules_filter,-0.01,-0.01,-0.01,na
4,1.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
2,0.4,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,33.564262549082436
2,0.4,cossu,-0.01,-0.01,-0.01,na
2,0.4,squish,0.5720338983050848,0.4326923076923077,0.84375,na
2,0.4,sqs,0.5532786885245901,0.4115853658536585,0.84375,na
2,0.4,poerma,0.0884231040344985,0.04668856048166394,0.8333333333333333,na
2,0.4,tns,0.5589533694353961,0.5409863945578234,0.5781547619047619,na
2,0.4,sqsrules_splitall,0.5532786885245901,0.4115853658536585,0.84375,na
2,0.4,sqsrules_splitgreedy,0.8231707317073171,0.8035714285714286,0.84375,na
2,0.4,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
2,0.4,sqsrules_filter,-0.01,-0.01,-0.01,na
2,0.4,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
16,0.6000000000000001,secret,0.9071428571428575,0.9071428571428575,0.9071428571428571,24.615473461151122
16,0.6000000000000001,cossu,0.43027776476377544,0.3227480158730158,0.6452579365079363,na
16,0.6000000000000001,squish,0.6490384615384616,0.52734375,0.84375,na
16,0.6000000000000001,sqs,0.5921052631578947,0.4560810810810811,0.84375,na
16,0.6000000000000001,poerma,0.10128638993384714,0.05401146131805158,0.8120833333333332,na
16,0.6000000000000001,tns,0.551794173449878,0.5330498866213155,0.5719047619047619,na
16,0.6000000000000001,sqsrules_splitall,0.5921052631578947,0.4560810810810811,0.84375,na
16,0.6000000000000001,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
16,0.6000000000000001,sqsrules_greedywoalph,0.6211730153079387,0.6875,0.5665178571428571,na
16,0.6000000000000001,sqsrules_filter,-0.01,-0.01,-0.01,na
16,0.6000000000000001,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
10,0.6000000000000001,secret,0.9071428571428575,0.9071428571428575,0.9071428571428571,25.18954171737035
10,0.6000000000000001,cossu,0.4267755134631845,0.3268170426065162,0.6148214285714284,na
10,0.6000000000000001,squish,0.6026785714285714,0.46875,0.84375,na
10,0.6000000000000001,sqs,0.5720338983050848,0.4326923076923077,0.84375,na
10,0.6000000000000001,poerma,0.09185079898350348,0.04860398860398862,0.8333333333333333,na
10,0.6000000000000001,tns,0.556791477314335,0.5368480725623586,0.5782738095238095,na
10,0.6000000000000001,sqsrules_splitall,0.5720338983050848,0.4326923076923077,0.84375,na
10,0.6000000000000001,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
10,0.6000000000000001,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
10,0.6000000000000001,sqsrules_filter,-0.01,-0.01,-0.01,na
10,0.6000000000000001,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
8,0.4,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,26.69411220550537
8,0.4,cossu,0.41327415896912895,0.2984920634920635,0.671488095238095,na
8,0.4,squish,0.5921052631578947,0.4560810810810811,0.84375,na
8,0.4,sqs,0.5532786885245901,0.4115853658536585,0.84375,na
8,0.4,poerma,0.11329344637438635,0.06080645161290323,0.8280555555555555,na
8,0.4,tns,0.5674185739057139,0.560997732426304,0.5739880952380952,na
8,0.4,sqsrules_splitall,0.5532786885245901,0.4115853658536585,0.84375,na
8,0.4,sqsrules_splitgreedy,0.8231707317073171,0.8035714285714286,0.84375,na
8,0.4,sqsrules_greedywoalph,0.6211730153079387,0.6875,0.5665178571428571,na
8,0.4,sqsrules_filter,-0.01,-0.01,-0.01,na
8,0.4,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
14,0.8,secret,0.7369614512471655,0.7034632034632033,0.7738095238095237,17.483301119009653
14,0.8,cossu,0.49945554397529907,0.4854920634920634,0.5142460317460317,na
14,0.8,squish,0.75,0.675,0.84375,na
14,0.8,sqs,0.675,0.5625,0.84375,na
14,0.8,poerma,0.10247625916576514,0.05459494076208774,0.8333333333333333,na
14,0.8,tns,0.5622037083031869,0.550510204081633,0.5744047619047619,na
14,0.8,sqsrules_splitall,0.675,0.5625,0.84375,na
14,0.8,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
14,0.8,sqsrules_greedywoalph,0.581334332833583,0.6875,0.5035714285714284,na
14,0.8,sqsrules_filter,-0.01,-0.01,-0.01,na
14,0.8,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
11,1.0,secret,0.001,0.001,0.001,12.212397078673044
11,1.0,cossu,0.001,0.001,0.001,na
11,1.0,squish,0.001,0.001,0.001,na
11,1.0,sqs,0.001,0.001,0.001,na
11,1.0,poerma,-0.01,-0.01,-0.01,na
11,1.0,tns,0.047711947701661754,0.04325396825396825,0.05319444444444445,na
11,1.0,sqsrules_splitall,0.001,0.001,0.001,na
11,1.0,sqsrules_splitgreedy,0.001,0.001,0.001,na
11,1.0,sqsrules_greedywoalph,0.001,0.001,0.001,na
11,1.0,sqsrules_filter,-0.01,-0.01,-0.01,na
11,1.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
12,0.2,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,34.05286929210027
12,0.2,cossu,-0.01,-0.01,-0.01,na
12,0.2,squish,-0.01,-0.01,-0.01,na
12,0.2,sqs,0.5037313432835822,0.35904255319148937,0.84375,na
12,0.2,poerma,0.14204782137798885,0.07764116575591987,0.8333333333333333,na
12,0.2,tns,0.5633891846446196,0.5531746031746033,0.5739880952380952,na
12,0.2,sqsrules_splitall,0.5037313432835822,0.35904255319148937,0.84375,na
12,0.2,sqsrules_splitgreedy,0.8035714285714286,0.7670454545454546,0.84375,na
12,0.2,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
12,0.2,sqsrules_filter,-0.01,-0.01,-0.01,na
12,0.2,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
4,0.6000000000000001,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,26.0251185576121
4,0.6000000000000001,cossu,0.41875257095583635,0.31625048393341065,0.6195634920634919,na
4,0.6000000000000001,squish,0.625,0.4963235294117647,0.84375,na
4,0.6000000000000001,sqs,0.6026785714285714,0.46875,0.84375,na
