trial_num,param:rule_conf,method,F1,precision,recall,runtime
17,0.30000000000000004,sqsrules_splitgreedy,0.9451219512195123,0.9226190476190477,0.96875,na
17,0.30000000000000004,sqsrules_greedywoalph,0.43179287305122493,0.6875,0.31473214285714285,na
17,0.30000000000000004,sqsrules_filter,-0.01,-0.01,-0.01,na
17,0.30000000000000004,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
12,0.30000000000000004,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,20.7637397368749
12,0.30000000000000004,cossu,0.48485165050720164,0.40293650793650787,0.6085714285714284,na
12,0.30000000000000004,squish,0.703125,0.6026785714285714,0.84375,na
12,0.30000000000000004,sqs,0.6617647058823529,0.5443548387096774,0.84375,na
12,0.30000000000000004,poerma,0.00880220357011803,0.004424468830259165,0.8333333333333333,na
12,0.30000000000000004,tns,0.5916122398403786,0.6019463340891913,0.5816269841269841,na
12,0.30000000000000004,sqsrules_splitall,0.6617647058823529,0.5443548387096774,0.84375,na
12,0.30000000000000004,sqsrules_splitgreedy,0.9418123275068998,0.9027777777777778,0.984375,na
12,0.30000000000000004,sqsrules_greedywoalph,0.21281558726673985,0.6875,0.12589285714285714,na
12,0.30000000000000004,sqsrules_filter,-0.01,-0.01,-0.01,na
12,0.30000000000000004,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
9,0.8999999999999999,secret,0.8741588137375764,0.8669312169312171,0.8815079365079365,37.916933258374534
9,0.8999999999999999,cossu,-0.01,-0.01,-0.01,na
9,0.8999999999999999,squish,-0.01,-0.01,-0.01,na
9,0.8999999999999999,sqs,0.5216223132036848,0.3775,0.84375,na
9,0.8999999999999999,poerma,0.16471105336447478,0.09145091693635383,0.8280555555555555,na
9,0.8999999999999999,tns,0.42880880641917546,0.524433106575964,0.36267857142857146,na
9,0.8999999999999999,sqsrules_splitall,0.5216223132036848,0.3775,0.84375,na
9,0.8999999999999999,sqsrules_splitgreedy,0.7828282828282828,0.7175925925925926,0.861111111111111,na
9,0.8999999999999999,sqsrules_greedywoalph,0.6211730153079387,0.6875,0.5665178571428571,na
9,0.8999999999999999,sqsrules_filter,-0.01,-0.01,-0.01,na
9,0.8999999999999999,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
17,0.5,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,22.88262803951899
17,0.5,cossu,0.43567251461988293,0.3355855855855855,0.6208333333333331,na
17,0.5,squish,0.6136363636363635,0.48214285714285715,0.84375,na
17,0.5,sqs,0.5625,0.421875,0.84375,na
17,0.5,poerma,0.08675520276802524,0.04575952764358562,0.8333333333333333,na
17,0.5,tns,0.5784715684456002,0.5825963718820864,0.5744047619047619,na
17,0.5,sqsrules_splitall,0.5625,0.421875,0.84375,na
17,0.5,sqsrules_splitgreedy,0.8567955026211717,0.8254419191919191,0.890625,na
17,0.5,sqsrules_greedywoalph,0.3685836501901141,0.6875,0.2517857142857143,na
17,0.5,sqsrules_filter,-0.01,-0.01,-0.01,na
17,0.5,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
16,0.30000000000000004,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,17.067130438486735
16,0.30000000000000004,cossu,0.4907605472519658,0.40841269841269834,0.6147023809523808,na
16,0.30000000000000004,squish,0.675,0.5625,0.84375,na
16,0.30000000000000004,sqs,0.6617647058823529,0.5443548387096774,0.84375,na
16,0.30000000000000004,poerma,0.010528822690677198,0.00529787960634566,0.8333333333333333,na
16,0.30000000000000004,tns,0.5816239464998588,0.5825963718820864,0.580654761904762,na
16,0.30000000000000004,sqsrules_splitall,0.6617647058823529,0.5443548387096774,0.84375,na
16,0.30000000000000004,sqsrules_splitgreedy,0.9418123275068998,0.9027777777777778,0.984375,na
16,0.30000000000000004,sqsrules_greedywoalph,0.4875314333612741,0.6875,0.3776785714285714,na
16,0.30000000000000004,sqsrules_filter,-0.01,-0.01,-0.01,na
16,0.30000000000000004,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
9,0.1,secret,0.9533101045296166,0.9306122448979589,0.9771428571428572,12.519805550575256
9,0.1,cossu,0.6084142394822007,0.6666666666666667,0.5595238095238095,na
9,0.1,squish,-0.01,-0.01,-0.01,na
9,0.1,sqs,0.7828151113036587,0.7324447895100069,0.840625,na
9,0.1,poerma,-0.01,-0.01,-0.01,na
9,0.1,tns,0.5395921864889914,0.5210317460317458,0.5595238095238095,na
9,0.1,sqsrules_splitall,0.7828151113036587,0.7324447895100069,0.840625,na
9,0.1,sqsrules_splitgreedy,0.9185075306317707,0.8778409090909091,0.963125,na
9,0.1,sqsrules_greedywoalph,0.825071411568674,0.8713235294117647,0.7834821428571429,na
9,0.1,sqsrules_filter,-0.01,-0.01,-0.01,na
9,0.1,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
15,0.5,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,20.263041400909422
15,0.5,cossu,0.4229902354311897,0.3224310776942355,0.6147023809523808,na
15,0.5,squish,0.6367924528301887,0.5113636363636364,0.84375,na
15,0.5,sqs,0.5625,0.421875,0.84375,na
15,0.5,poerma,0.08655701086404713,0.04564926372155288,0.8333333333333333,na
15,0.5,tns,0.5643397575466272,0.5568594104308391,0.5720238095238095,na
15,0.5,sqsrules_splitall,0.5625,0.421875,0.84375,na
15,0.5,sqsrules_splitgreedy,0.8231707317073171,0.8035714285714286,0.84375,na
15,0.5,sqsrules_greedywoalph,0.4875314333612741,0.6875,0.3776785714285714,na
15,0.5,sqsrules_filter,-0.01,-0.01,-0.01,na
15,0.5,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
9,0.5,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,25.41814868450165
9,0.5,cossu,0.43742690058479516,0.33693693693693677,0.6233333333333332,na
9,0.5,squish,-0.01,-0.01,-0.01,na
9,0.5,sqs,0.5625,0.421875,0.84375,na
9,0.5,poerma,0.08870561700889411,0.046862907683803204,0.8280555555555555,na
9,0.5,tns,0.5612141810043576,0.5452380952380954,0.5781547619047619,na
9,0.5,sqsrules_splitall,0.5625,0.421875,0.84375,na
9,0.5,sqsrules_splitgreedy,0.8525247158828421,0.8175505050505051,0.890625,na
9,0.5,sqsrules_greedywoalph,0.581334332833583,0.6875,0.5035714285714284,na
9,0.5,sqsrules_filter,-0.01,-0.01,-0.01,na
9,0.5,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
13,0.5,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,24.34612176815669
13,0.5,cossu,-0.01,-0.01,-0.01,na
13,0.5,squish,-0.01,-0.01,-0.01,na
13,0.5,sqs,0.5818965517241379,0.4440789473684211,0.84375,na
13,0.5,poerma,0.0863837352418289,0.04555288461538462,0.8333333333333333,na
13,0.5,tns,0.5780930060326395,0.5759637188208617,0.5802380952380952,na
13,0.5,sqsrules_splitall,0.5818965517241379,0.4440789473684211,0.84375,na
13,0.5,sqsrules_splitgreedy,0.8579753419379695,0.8416005291005291,0.875,na
13,0.5,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
13,0.5,sqsrules_filter,-0.01,-0.01,-0.01,na
13,0.5,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
14,0.5,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,22.737240600585938
14,0.5,cossu,0.41434082435791203,0.32001879699248115,0.5874999999999998,na
14,0.5,squish,0.6490384615384616,0.52734375,0.84375,na
14,0.5,sqs,0.5818965517241379,0.4440789473684211,0.84375,na
14,0.5,poerma,0.09361445121616428,0.04959278650378127,0.8333333333333333,na
14,0.5,tns,0.5632162240642785,0.5489229024943312,0.5782738095238095,na
14,0.5,sqsrules_splitall,0.5818965517241379,0.4440789473684211,0.84375,na
14,0.5,sqsrules_splitgreedy,0.8278639618138424,0.7411858974358974,0.9375,na
14,0.5,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
14,0.5,sqsrules_filter,-0.01,-0.01,-0.01,na
14,0.5,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
0,0.30000000000000004,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,17.13357977072398
0,0.30000000000000004,cossu,0.4966666666666665,0.41388888888888875,0.6208333333333331,na
0,0.30000000000000004,squish,0.703125,0.6026785714285714,0.84375,na
0,0.30000000000000004,sqs,0.6490384615384616,0.52734375,0.84375,na
0,0.30000000000000004,poerma,0.011161042953818609,0.005618144085383932,0.8333333333333333,na
0,0.30000000000000004,tns,0.5681777720808677,0.5527210884353744,0.5845238095238094,na
0,0.30000000000000004,sqsrules_splitall,0.6490384615384616,0.52734375,0.84375,na
0,0.30000000000000004,sqsrules_splitgreedy,0.975609756097561,0.9523809523809523,1.0,na
0,0.30000000000000004,sqsrules_greedywoalph,0.5370498614958449,0.6875,0.44062499999999993,na
0,0.30000000000000004,sqsrules_filter,-0.01,-0.01,-0.01,na
0,0.30000000000000004,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
0,0.7,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,22.927871505419414
0,0.7,cossu,0.4197222222222221,0.3147916666666666,0.6295833333333332,na
0,0.7,squish,0.6136363636363635,0.48214285714285715,0.84375,na
0,0.7,sqs,0.5297557172557172,0.3860795454545455,0.84375,na
0,0.7,poerma,0.13841532716350058,0.07547587428065516,0.8333333333333333,na
0,0.7,tns,0.5683084203649155,0.5568594104308392,0.5802380952380952,na
0,0.7,sqsrules_splitall,0.5297557172557172,0.3860795454545455,0.84375,na
0,0.7,sqsrules_splitgreedy,0.8316395663956639,0.8118386243386243,0.8524305555555556,na
0,0.7,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
0,0.7,sqsrules_filter,-0.01,-0.01,-0.01,na
0,0.7,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
17,0.1,secret,0.8941306755260243,0.8358178053830226,0.9611904761904763,12.027225661277772
17,0.1,cossu,0.6084142394822007,0.6666666666666667,0.5595238095238095,na
17,0.1,squish,0.8231707317073171,0.8035714285714286,0.84375,na
17,0.1,sqs,0.8201219512195123,0.8005952380952381,0.840625,na
17,0.1,poerma,-0.01,-0.01,-0.01,na
17,0.1,tns,0.5428258488499451,0.5249999999999998,0.5619047619047619,na
17,0.1,sqsrules_splitall,0.8201219512195123,0.8005952380952381,0.840625,na
17,0.1,sqsrules_splitgreedy,0.98125,0.98125,0.98125,na
17,0.1,sqsrules_greedywoalph,0.859375,0.859375,0.859375,na
17,0.1,sqsrules_filter,-0.01,-0.01,-0.01,na
17,0.1,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
11,0.7,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,31.886927556991576
11,0.7,cossu,-0.01,-0.01,-0.01,na
11,0.7,squish,0.5720338983050848,0.4326923076923077,0.84375,na
11,0.7,sqs,0.5357142857142857,0.39244186046511625,0.84375,na
11,0.7,poerma,0.11456023651145604,0.06150793650793651,0.8333333333333333,na
11,0.7,tns,0.5673646176118241,0.5568594104308391,0.5782738095238095,na
11,0.7,sqsrules_splitall,0.5357142857142857,0.39244186046511625,0.84375,na
11,0.7,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
11,0.7,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
11,0.7,sqsrules_filter,-0.01,-0.01,-0.01,na
11,0.7,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
2,0.7,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,33.787898405392966
2,0.7,cossu,-0.01,-0.01,-0.01,na
2,0.7,squish,0.5844323394495413,0.44703947368421054,0.84375,na
2,0.7,sqs,0.5357142857142857,0.39244186046511625,0.84375,na
2,0.7,poerma,0.10623983853787074,0.05673652694610779,0.8333333333333333,na
2,0.7,tns,0.5784715684456002,0.5825963718820864,0.5744047619047619,na
2,0.7,sqsrules_splitall,0.5357142857142857,0.39244186046511625,0.84375,na
2,0.7,sqsrules_splitgreedy,0.7848837209302325,0.7336956521739131,0.84375,na
2,0.7,sqsrules_greedywoalph,0.6560060089497081,0.6848845598845599,0.6294642857142856,na
2,0.7,sqsrules_filter,-0.01,-0.01,-0.01,na
2,0.7,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
18,0.5,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,25.7286274989446
18,0.5,cossu,0.43567251461988293,0.3355855855855855,0.6208333333333331,na
18,0.5,squish,-0.01,-0.01,-0.01,na
18,0.5,sqs,0.5720338983050848,0.4326923076923077,0.84375,na
18,0.5,poerma,0.09598603839441537,0.05092592592592593,0.8333333333333333,na
18,0.5,tns,0.577577823562815,0.5689342403628119,0.5864880952380952,na
18,0.5,sqsrules_splitall,0.5720338983050848,0.4326923076923077,0.84375,na
18,0.5,sqsrules_splitgreedy,0.9037081066252115,0.8862433862433863,0.921875,na
18,0.5,sqsrules_greedywoalph,0.6211730153079387,0.6875,0.5665178571428571,na
18,0.5,sqsrules_filter,-0.01,-0.01,-0.01,na
18,0.5,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
12,0.5,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,25.467202087243397
12,0.5,cossu,0.4281609195402298,0.3267543859649122,0.6208333333333331,na
12,0.5,squish,0.6136363636363635,0.48214285714285715,0.84375,na
12,0.5,sqs,0.5625,0.421875,0.84375,na
12,0.5,poerma,0.09005440236623884,0.04759910664433278,0.8333333333333333,na
12,0.5,tns,0.5589533694353961,0.5409863945578234,0.5781547619047619,na
12,0.5,sqsrules_splitall,0.5625,0.421875,0.84375,na
12,0.5,sqsrules_splitgreedy,0.8558098127143233,0.8106884057971014,0.90625,na
12,0.5,sqsrules_greedywoalph,0.6211730153079387,0.6875,0.5665178571428571,na
12,0.5,sqsrules_filter,-0.01,-0.01,-0.01,na
12,0.5,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
8,0.1,secret,0.9472319008904373,0.9246787603930459,0.9709126984126983,12.124646997451782
8,0.1,cossu,0.6084853053218564,0.6583333333333333,0.5656547619047618,na
8,0.1,squish,0.8231707317073171,0.8035714285714286,0.84375,na
8,0.1,sqs,0.779908131643117,0.729727398205659,0.8375,na
8,0.1,poerma,-0.01,-0.01,-0.01,na
8,0.1,tns,0.5406542382348833,0.5230158730158728,0.5595238095238095,na
8,0.1,sqsrules_splitall,0.779908131643117,0.729727398205659,0.8375,na
8,0.1,sqsrules_splitgreedy,0.9378330373001776,0.9166666666666666,0.96,na
8,0.1,sqsrules_greedywoalph,0.7881284916201118,0.9715909090909091,0.6629464285714286,na
8,0.1,sqsrules_filter,-0.01,-0.01,-0.01,na
8,0.1,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
8,0.8999999999999999,secret,0.8203410724172069,0.8320802005012531,0.8089285714285713,24.016294797261555
8,0.8999999999999999,cossu,-0.01,-0.01,-0.01,na
8,0.8999999999999999,squish,0.5443548387096774,0.4017857142857143,0.84375,na
8,0.8999999999999999,sqs,0.4963235294117647,0.3515625,0.84375,na
8,0.8999999999999999,poerma,0.16919248505779438,0.09422222222222222,0.8280555555555555,na
8,0.8999999999999999,tns,0.5320413753084383,0.546825396825397,0.5180357142857143,na
8,0.8999999999999999,sqsrules_splitall,0.4963235294117647,0.3515625,0.84375,na
8,0.8999999999999999,sqsrules_splitgreedy,0.8118386243386243,0.7749368686868686,0.8524305555555556,na
8,0.8999999999999999,sqsrules_greedywoalph,0.6211730153079387,0.6875,0.5665178571428571,na
8,0.8999999999999999,sqsrules_filter,-0.01,-0.01,-0.01,na
8,0.8999999999999999,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
10,0.1,secret,0.8938722775932078,0.8355762594893028,0.9609126984126984,12.348275276025136
10,0.1,cossu,0.6084142394822007,0.6666666666666667,0.5595238095238095,na
10,0.1,squish,-0.01,-0.01,-0.01,na
10,0.1,sqs,0.7976190476190477,0.7613636363636364,0.8375,na
10,0.1,poerma,-0.01,-0.01,-0.01,na
10,0.1,tns,0.5368125109822526,0.5158730158730157,0.5595238095238095,na
10,0.1,sqsrules_splitall,0.7976190476190477,0.7613636363636364,0.8375,na
10,0.1,sqsrules_splitgreedy,0.96,0.96,0.96,na
10,0.1,sqsrules_greedywoalph,0.8187711864406779,0.8828125,0.7633928571428572,na
10,0.1,sqsrules_filter,-0.01,-0.01,-0.01,na
10,0.1,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
16,0.8999999999999999,secret,0.8258081941541875,0.810959939531368,0.8412103174603175,32.32854840358098
16,0.8999999999999999,cossu,-0.01,-0.01,-0.01,na
16,0.8999999999999999,squish,0.5720338983050848,0.4326923076923077,0.84375,na
16,0.8999999999999999,sqs,0.5113636363636364,0.36684782608695654,0.84375,na
16,0.8999999999999999,poerma,0.15418701392656903,0.08495266567015447,0.8333333333333333,na
16,0.8999999999999999,tns,0.5294299822783505,0.5367346938775512,0.5223214285714286,na
16,0.8999999999999999,sqsrules_splitall,0.5113636363636364,0.36684782608695654,0.84375,na
16,0.8999999999999999,sqsrules_splitgreedy,0.7929586563307494,0.741243961352657,0.8524305555555556,na
16,0.8999999999999999,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
16,0.8999999999999999,sqsrules_filter,-0.01,-0.01,-0.01,na
16,0.8999999999999999,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
4,0.8999999999999999,secret,0.8489659823757482,0.8340136054421772,0.8644642857142857,33.12024983167648
4,0.8999999999999999,cossu,-0.01,-0.01,-0.01,na
4,0.8999999999999999,squish,0.5532786885245901,0.4115853658536585,0.84375,na
4,0.8999999999999999,sqs,0.5113636363636364,0.36684782608695654,0.84375,na
4,0.8999999999999999,poerma,0.1764462382282935,0.0986689814814815,0.8333333333333333,na
4,0.8999999999999999,tns,0.5501678717823046,0.578231292517007,0.524702380952381,na
4,0.8999999999999999,sqsrules_splitall,0.5113636363636364,0.36684782608695654,0.84375,na
4,0.8999999999999999,sqsrules_splitgreedy,0.8019564414913253,0.7496549344375432,0.8621031746031746,na
4,0.8999999999999999,sqsrules_greedywoalph,0.5370498614958449,0.6875,0.44062499999999993,na
4,0.8999999999999999,sqsrules_filter,-0.01,-0.01,-0.01,na
4,0.8999999999999999,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
2,0.30000000000000004,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,19.128741975625356
2,0.30000000000000004,cossu,0.4907605472519658,0.40841269841269834,0.6147023809523808,na
2,0.30000000000000004,squish,0.703125,0.6026785714285714,0.84375,na
2,0.30000000000000004,sqs,0.625,0.4963235294117647,0.84375,na
2,0.30000000000000004,poerma,0.6084142394822007,0.6666666666666667,0.5595238095238095,na
2,0.30000000000000004,tns,0.5563716702604884,0.5415532879818595,0.5720238095238095,na
2,0.30000000000000004,sqsrules_splitall,0.625,0.4963235294117647,0.84375,na
2,0.30000000000000004,sqsrules_splitgreedy,0.9418123275068998,0.9027777777777778,0.984375,na
2,0.30000000000000004,sqsrules_greedywoalph,0.6322314049586777,0.75,0.5464285714285715,na
2,0.30000000000000004,sqsrules_filter,-0.01,-0.01,-0.01,na
2,0.30000000000000004,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
16,0.5,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,24.169436379273733
16,0.5,cossu,0.41388888888888875,0.31041666666666656,0.6208333333333331,na
16,0.5,squish,0.5921052631578947,0.4560810810810811,0.84375,na
16,0.5,sqs,0.5625,0.421875,0.84375,na
16,0.5,poerma,0.09433962264150944,0.05000000000000001,0.8333333333333333,na
16,0.5,tns,0.5651808199318067,0.550510204081633,0.5806547619047618,na
16,0.5,sqsrules_splitall,0.5625,0.421875,0.84375,na
16,0.5,sqsrules_splitgreedy,0.890625,0.890625,0.890625,na
16,0.5,sqsrules_greedywoalph,0.6211730153079387,0.6875,0.5665178571428571,na
16,0.5,sqsrules_filter,-0.01,-0.01,-0.01,na
16,0.5,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
10,0.5,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,22.290314122041067
10,0.5,cossu,0.4074003360317702,0.31181318681318676,0.5874999999999998,na
10,0.5,squish,-0.01,-0.01,-0.01,na
10,0.5,sqs,0.5625,0.421875,0.84375,na
10,0.5,poerma,0.09116274594698612,0.04821882951653945,0.8333333333333333,na
10,0.5,tns,0.5745322846077675,0.5746598639455784,0.5744047619047619,na
10,0.5,sqsrules_splitall,0.5625,0.421875,0.84375,na
10,0.5,sqsrules_splitgreedy,0.859375,0.859375,0.859375,na
10,0.5,sqsrules_greedywoalph,0.5370498614958449,0.6875,0.44062499999999993,na
10,0.5,sqsrules_filter,-0.01,-0.01,-0.01,na
10,0.5,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
8,0.30000000000000004,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,16.88204660018285
8,0.30000000000000004,cossu,0.5334983539102085,0.4712454212454211,0.6147023809523808,na
8,0.30000000000000004,squish,0.675,0.5625,0.84375,na
8,0.30000000000000004,sqs,0.625,0.4963235294117647,0.84375,na
8,0.30000000000000004,poerma,0.010094345520280901,0.005078125,0.8280555555555555,na
8,0.30000000000000004,tns,0.563365386629795,0.5492063492063493,0.5782738095238095,na
8,0.30000000000000004,sqsrules_splitall,0.625,0.4963235294117647,0.84375,na
8,0.30000000000000004,sqsrules_splitgreedy,0.9646849702317213,0.9457671957671957,0.984375,na
8,0.30000000000000004,sqsrules_greedywoalph,0.5370498614958449,0.6875,0.44062499999999993,na
8,0.30000000000000004,sqsrules_filter,-0.01,-0.01,-0.01,na
8,0.30000000000000004,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
14,0.7,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,31.560213911533356
14,0.7,cossu,-0.01,-0.01,-0.01,na
14,0.7,squish,0.5818965517241379,0.4440789473684211,0.84375,na
14,0.7,sqs,0.52734375,0.3835227272727273,0.84375,na
14,0.7,poerma,0.12392789649658383,0.06694149980369063,0.8333333333333333,na
14,0.7,tns,0.5632162240642785,0.5489229024943312,0.5782738095238095,na
14,0.7,sqsrules_splitall,0.52734375,0.3835227272727273,0.84375,na
14,0.7,sqsrules_splitgreedy,0.8231707317073171,0.8035714285714286,0.84375,na
14,0.7,sqsrules_greedywoalph,0.6211730153079387,0.6875,0.5665178571428571,na
14,0.7,sqsrules_filter,-0.01,-0.01,-0.01,na
14,0.7,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
11,0.8999999999999999,secret,0.8074392813416474,0.7458333333333335,0.8801388888888889,38.60496740341186
11,0.8999999999999999,cossu,-0.01,-0.01,-0.01,na
11,0.8999999999999999,squish,0.5532786885245901,0.4115853658536585,0.84375,na
11,0.8999999999999999,sqs,0.5037313432835822,0.35904255319148937,0.84375,na
