x-,method-,F1-mean,F1-std,precision-mean,precision-std,recall-mean,recall-std
4,poerma,0.008342725049077113,0.0006255783764880064,0.00419259278435403,0.0003160639752567744,0.828629854826546,0.010592793156026323
4,secret,0.8629015405856013,0.05231014445156724,0.7968067091871908,0.08272547320046814,0.9467209077687017,0.01301545701609735
4,sqs,0.3869975632090234,0.011551214700298752,0.24980756258566647,0.009641681553031923,0.859375,0.0
4,sqsrules_greedywoalph,0.43361527279895756,0.1369953890118924,0.7169052190320573,0.0016118034445264198,0.32742187500000003,0.12840026217790057
4,sqsrules_splitall,0.40586783528264736,0.012118530920200215,0.26231537338623306,0.009934751732019336,0.897373774509804,0.01122020002706421
4,sqsrules_splitgreedy,0.8644476227513417,0.028343887358726224,0.8315664181810482,0.04887294414222069,0.9015127283868095,0.012877069701112102
4,squish,0.39802598825966956,0.06831590248055024,0.2626099577870053,0.0626273277528681,0.8551980923488276,0.010924162951049806
4,tns,0.474729183873199,0.016348042534303237,0.4500105218855219,0.011762914924637111,0.5027667297979798,0.024880173799198744
5,poerma,0.002731437419583733,0.0019849977080979623,0.0013709428870741958,0.0010086545980194422,0.8110930016244936,0.09173220058700284
5,secret,0.8380073311109981,0.05828354793450304,0.7542515495735163,0.09204879336563954,0.9505495877174287,0.008584941279140479
5,sqs,0.356301523383754,0.007132103073138098,0.22455522886176205,0.005658073106974581,0.8625000000000004,0.0
5,sqsrules_greedywoalph,0.34334422977407797,0.09601626406672135,0.7229802174990143,0.0014754274061071727,0.23235576923076925,0.08785075347172425
5,sqsrules_splitall,0.38757273930219766,0.00829685535738259,0.2453535199244999,0.0063298028858271614,0.9224259868421052,0.010812086453040019
5,sqsrules_splitgreedy,0.8875610489021017,0.0242881321873588,0.8552564916490837,0.044025941191580556,0.9235859962406016,0.008783682454413173
5,squish,0.353285586305211,0.05362682364448291,0.22402076560530973,0.04472099049770414,0.8598243376297888,0.003485852242779838
5,tns,0.4596380756030832,0.008444298068663779,0.4312863921792494,0.008093692558890437,0.4920928238428238,0.011418344345181176
6,poerma,0.0006986745647196304,9.6805960754741e-05,0.00034948697741228444,4.84439684740765e-05,0.8307452380952378,0.002561687900185978
6,secret,0.8010361917791226,0.05769436286031431,0.6964753807413679,0.08560251385648478,0.9505691326884402,0.008868481399495792
6,sqs,0.3300638855151434,0.011395315123403752,0.20403217313690894,0.008706297855406815,0.8645833333333334,0.0
6,sqsrules_greedywoalph,0.2620155827510193,0.10801354670760922,0.7263923654244305,0.0015707427569836094,0.16680208333333335,0.08121578437795937
6,sqsrules_splitall,0.3620052481588253,0.012416600247875676,0.224522986729707,0.00964427882361737,0.9353125108348935,0.00898819810974508
6,sqsrules_splitgreedy,0.8729648279637049,0.027897709009069058,0.8189023254497027,0.0473093906184764,0.9362625905797101,0.009546698078802108
6,squish,0.406107071103366,0.048239045280950306,0.26765096769962576,0.042518997552849026,0.8566998052844326,0.003589234848022248
6,tns,0.4448426775177906,0.007493258195737811,0.41340775412729214,0.006882331586562359,0.48154359243697475,0.010505292910724988
