trial_num,param:rule_tail_size,method,F1,precision,recall,runtime
13,3.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
16,1.0,secret,0.8437915742793793,0.8850000000000003,0.80625,17.91817348798116
16,1.0,cossu,0.7359932088285226,0.7499999999999997,0.7224999999999999,na
16,1.0,squish,0.717791411042945,0.6428571428571431,0.8125,na
16,1.0,sqs,0.6902654867256639,0.6000000000000002,0.8125,na
16,1.0,poerma,0.8167395175651609,0.8007936507936506,0.8333333333333333,na
16,1.0,tns,0.7196029776674935,0.7142857142857141,0.7249999999999999,na
16,1.0,sqsrules_splitall,0.6902654867256639,0.6000000000000002,0.8125,na
16,1.0,sqsrules_splitgreedy,0.8540145985401462,0.9000000000000004,0.8125,na
16,1.0,sqsrules_greedywoalph,0.8540145985401462,0.9000000000000004,0.8125,na
16,1.0,sqsrules_filter,-0.01,-0.01,-0.01,na
16,1.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
17,3.0,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,30.129020682970683
17,3.0,cossu,-0.01,-0.01,-0.01,na
17,3.0,squish,0.52734375,0.3835227272727273,0.84375,na
17,3.0,sqs,0.5192307692307693,0.375,0.84375,na
17,3.0,poerma,0.12193377672888508,0.06577932098765432,0.8333333333333333,na
17,3.0,tns,0.5704557249347975,0.560997732426304,0.5802380952380952,na
17,3.0,sqsrules_splitall,0.5192307692307693,0.375,0.84375,na
17,3.0,sqsrules_splitgreedy,0.7907196969696969,0.7248263888888888,0.8697916666666666,na
17,3.0,sqsrules_greedywoalph,0.581334332833583,0.6875,0.5035714285714284,na
17,3.0,sqsrules_filter,-0.01,-0.01,-0.01,na
17,3.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
12,3.0,secret,0.9175377468060393,0.8956916099773241,0.9404761904761905,33.17230016390483
12,3.0,cossu,-0.01,-0.01,-0.01,na
12,3.0,squish,0.5720338983050848,0.4326923076923077,0.84375,na
12,3.0,sqs,0.52734375,0.3835227272727273,0.84375,na
12,3.0,poerma,0.14046795188663702,0.07669815564552407,0.8333333333333333,na
12,3.0,tns,0.570755086620124,0.565249433106576,0.5763690476190476,na
12,3.0,sqsrules_splitall,0.52734375,0.3835227272727273,0.84375,na
12,3.0,sqsrules_splitgreedy,0.7749368686868686,0.7103587962962963,0.8524305555555556,na
12,3.0,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
12,3.0,sqsrules_filter,-0.01,-0.01,-0.01,na
12,3.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
9,9.0,secret,0.8788905403042492,0.8215715920235374,0.9448073308270677,159.4102730512619
9,9.0,cossu,-0.01,-0.01,-0.01,na
9,9.0,squish,-0.01,-0.01,-0.01,na
9,9.0,sqs,0.36440329218106987,0.23099999999999998,0.8625,na
9,9.0,poerma,0.002324214426882503,0.0011637338326128215,0.83140756302521,na
9,9.0,tns,0.45061840120663654,0.41452991452991456,0.4935897435897436,na
9,9.0,sqsrules_splitall,0.3987812350252384,0.2535171261487052,0.93390350877193,na
9,9.0,sqsrules_splitgreedy,0.8894319131161239,0.8490031897926639,0.93390350877193,na
9,9.0,sqsrules_greedywoalph,0.2550811022157098,0.7220081453634084,0.15490384615384617,na
9,9.0,sqsrules_filter,-0.01,-0.01,-0.01,na
9,9.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
17,5.0,secret,0.9522727272727275,0.9522727272727275,0.9522727272727274,47.915188268820444
17,5.0,cossu,-0.01,-0.01,-0.01,na
17,5.0,squish,0.4037983971102834,0.26439393939393946,0.8541666666666667,na
17,5.0,sqs,0.44372294372294374,0.2997076023391813,0.8541666666666667,na
17,5.0,poerma,0.02896574680416595,0.01473902960183448,0.8333333333333333,na
17,5.0,tns,0.5128543231228577,0.49508692365835216,0.5319444444444443,na
17,5.0,sqsrules_splitall,0.4485438803620623,0.30296384901648066,0.8634469696969698,na
17,5.0,sqsrules_splitgreedy,0.8111074971540089,0.7582091821222257,0.8719405594405595,na
17,5.0,sqsrules_greedywoalph,0.4096980255516841,0.7083333333333334,0.2881944444444444,na
17,5.0,sqsrules_filter,-0.01,-0.01,-0.01,na
17,5.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
16,3.0,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,37.66298493941625
16,3.0,cossu,-0.01,-0.01,-0.01,na
16,3.0,squish,0.6026785714285714,0.46875,0.84375,na
16,3.0,sqs,0.52734375,0.3835227272727273,0.84375,na
16,3.0,poerma,0.14046795188663702,0.07669815564552407,0.8333333333333333,na
16,3.0,tns,0.556791477314335,0.5368480725623586,0.5782738095238095,na
16,3.0,sqsrules_splitall,0.52734375,0.3835227272727273,0.84375,na
16,3.0,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
16,3.0,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
16,3.0,sqsrules_filter,-0.01,-0.01,-0.01,na
16,3.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
9,1.0,secret,0.8335329341317368,0.8700000000000004,0.8,17.18302515347799
9,1.0,cossu,0.7691666666666664,0.7691666666666663,0.7691666666666666,na
9,1.0,squish,-0.01,-0.01,-0.01,na
9,1.0,sqs,0.6902654867256639,0.6000000000000002,0.8125,na
9,1.0,poerma,0.7718658034137726,0.7545454545454543,0.7899999999999998,na
9,1.0,tns,0.7471923536439663,0.7571428571428568,0.7374999999999998,na
9,1.0,sqsrules_splitall,0.6902654867256639,0.6000000000000002,0.8125,na
9,1.0,sqsrules_splitgreedy,0.8540145985401462,0.9000000000000004,0.8125,na
9,1.0,sqsrules_greedywoalph,0.8540145985401462,0.9000000000000004,0.8125,na
9,1.0,sqsrules_filter,-0.01,-0.01,-0.01,na
9,1.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
15,5.0,secret,0.9461829836829838,0.9461829836829839,0.9461829836829837,51.42260639667511
15,5.0,cossu,-0.01,-0.01,-0.01,na
15,5.0,squish,0.4085250956432366,0.26846153846153853,0.8541666666666667,na
15,5.0,sqs,0.4324894514767933,0.2895480225988701,0.8541666666666667,na
15,5.0,poerma,0.03254927348582938,0.016598804152452223,0.8333333333333333,na
15,5.0,tns,0.5180118771735198,0.5032570603999175,0.5336580086580086,na
15,5.0,sqsrules_splitall,0.4371883390870734,0.29269388803287116,0.8634469696969698,na
15,5.0,sqsrules_splitgreedy,0.8304195804195805,0.7926732358550541,0.8719405594405595,na
15,5.0,sqsrules_greedywoalph,0.2779747832939322,0.7083333333333334,0.17291666666666666,na
15,5.0,sqsrules_filter,-0.01,-0.01,-0.01,na
15,5.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
9,5.0,secret,0.8819135655270927,0.8512683654729112,0.9148475829725833,63.87304013967514
9,5.0,cossu,-0.01,-0.01,-0.01,na
9,5.0,squish,-0.01,-0.01,-0.01,na
9,5.0,sqs,0.4218106995884774,0.2800546448087432,0.8541666666666667,na
9,5.0,poerma,0.02562552314995989,0.01302119427119427,0.800438034188034,na
9,5.0,tns,0.4775390702274975,0.47188208616780036,0.4833333333333332,na
9,5.0,sqsrules_splitall,0.43674640427367795,0.2906635714012763,0.8780303030303032,na
9,5.0,sqsrules_splitgreedy,0.8089532480132846,0.7655949123340428,0.8575174825174827,na
9,5.0,sqsrules_greedywoalph,0.5141057672288153,0.7083333333333333,0.4034722222222221,na
9,5.0,sqsrules_filter,-0.01,-0.01,-0.01,na
9,5.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
13,5.0,secret,0.9185851759221708,0.8781874690965601,0.9628787878787879,54.10302325089773
13,5.0,cossu,-0.01,-0.01,-0.01,na
13,5.0,squish,-0.01,-0.01,-0.01,na
13,5.0,sqs,0.42708333333333337,0.28472222222222227,0.8541666666666667,na
13,5.0,poerma,0.026724071744535595,0.013579780082589072,0.8333333333333333,na
13,5.0,tns,0.50585748005271,0.47883597883597884,0.536111111111111,na
13,5.0,sqsrules_splitall,0.4363636363636364,0.29090909090909095,0.8727272727272728,na
13,5.0,sqsrules_splitgreedy,0.8165527654164016,0.7485067016317015,0.8982080419580418,na
13,5.0,sqsrules_greedywoalph,0.6337655756535915,0.7038282230589922,0.576388888888889,na
13,5.0,sqsrules_filter,-0.01,-0.01,-0.01,na
13,5.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
14,5.0,secret,0.9522727272727275,0.9522727272727275,0.9522727272727274,46.31504016717275
14,5.0,cossu,-0.01,-0.01,-0.01,na
14,5.0,squish,-0.01,-0.01,-0.01,na
14,5.0,sqs,0.4324894514767933,0.2895480225988701,0.8541666666666667,na
14,5.0,poerma,0.02509413767669878,0.012738871434523609,0.8333333333333333,na
14,5.0,tns,0.5128543231228577,0.49508692365835216,0.5319444444444443,na
14,5.0,sqsrules_splitall,0.43354430379746844,0.29025423728813565,0.85625,na
14,5.0,sqsrules_splitgreedy,0.8223304473304475,0.784951790633609,0.8634469696969698,na
14,5.0,sqsrules_greedywoalph,0.5141057672288153,0.7083333333333333,0.4034722222222221,na
14,5.0,sqsrules_filter,-0.01,-0.01,-0.01,na
14,5.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
0,3.0,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,37.83053541580836
0,3.0,cossu,-0.01,-0.01,-0.01,na
0,3.0,squish,0.625,0.4963235294117647,0.84375,na
0,3.0,sqs,0.5357142857142857,0.39244186046511625,0.84375,na
0,3.0,poerma,0.14700810484566307,0.0806146572104019,0.8333333333333333,na
0,3.0,tns,0.556791477314335,0.5368480725623586,0.5782738095238095,na
0,3.0,sqsrules_splitall,0.5357142857142857,0.39244186046511625,0.84375,na
0,3.0,sqsrules_splitgreedy,0.8231707317073171,0.8035714285714286,0.84375,na
0,3.0,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
0,3.0,sqsrules_filter,-0.01,-0.01,-0.01,na
0,3.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
0,7.0,secret,0.9268292682926829,0.9047619047619045,0.95,71.50544116497039
0,7.0,cossu,-0.01,-0.01,-0.01,na
0,7.0,squish,0.3876499938778009,0.25027173913043477,0.859375,na
0,7.0,sqs,0.37364130434782616,0.2387152777777778,0.859375,na
0,7.0,poerma,0.008292328370434893,0.0041668961479037975,0.8333333333333333,na
0,7.0,tns,0.4677983126919704,0.4338023088023088,0.5075757575757576,na
0,7.0,sqsrules_splitall,0.3951124447796638,0.25346541394335514,0.8956250000000001,na
0,7.0,sqsrules_splitgreedy,0.8908417025346724,0.8696311858076565,0.9131127450980392,na
0,7.0,sqsrules_greedywoalph,0.49615795263362233,0.71875,0.3788352272727272,na
0,7.0,sqsrules_filter,-0.01,-0.01,-0.01,na
0,7.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
17,1.0,secret,0.8437915742793793,0.8850000000000003,0.80625,16.916640210151673
17,1.0,cossu,0.7479961035346506,0.7687499999999998,0.7283333333333333,na
17,1.0,squish,0.717791411042945,0.6428571428571431,0.8125,na
17,1.0,sqs,0.6902654867256639,0.6000000000000002,0.8125,na
17,1.0,poerma,0.7588961510530139,0.6966666666666668,0.8333333333333333,na
17,1.0,tns,0.7467460233110141,0.7468253968253965,0.7466666666666666,na
17,1.0,sqsrules_splitall,0.6902654867256639,0.6000000000000002,0.8125,na
17,1.0,sqsrules_splitgreedy,0.8540145985401462,0.9000000000000004,0.8125,na
17,1.0,sqsrules_greedywoalph,0.8540145985401462,0.9000000000000004,0.8125,na
17,1.0,sqsrules_filter,-0.01,-0.01,-0.01,na
17,1.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
11,7.0,secret,0.8798382173382174,0.8398455710955711,0.9238301282051282,89.05813740094503
11,7.0,cossu,-0.01,-0.01,-0.01,na
11,7.0,squish,0.3485307878609959,0.21859177215189873,0.859375,na
11,7.0,sqs,0.38623595505617975,0.24909420289855072,0.859375,na
11,7.0,poerma,0.008124873416827202,0.004082337795111608,0.8333333333333333,na
11,7.0,tns,0.4731461174921084,0.44261063011063007,0.5082070707070707,na
11,7.0,sqsrules_splitall,0.39980784071952646,0.2581010776662951,0.8865624999999999,na
11,7.0,sqsrules_splitgreedy,0.8295231729055258,0.7603962418300654,0.9124754901960784,na
11,7.0,sqsrules_greedywoalph,0.540392205229403,0.71875,0.4329545454545454,na
11,7.0,sqsrules_filter,-0.01,-0.01,-0.01,na
11,7.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
2,7.0,secret,0.8271597967250142,0.7317182817182817,0.9512337662337664,89.07202637990316
2,7.0,cossu,-0.01,-0.01,-0.01,na
2,7.0,squish,0.3520837967081851,0.2213942307692308,0.859375,na
2,7.0,sqs,0.37774725274725274,0.2420774647887324,0.859375,na
2,7.0,poerma,0.007385328328150045,0.0037090999164861214,0.8333333333333333,na
2,7.0,tns,0.47994778090940937,0.45466570466570466,0.5082070707070706,na
2,7.0,sqsrules_splitall,0.3965648264342123,0.2546620408726871,0.8956250000000001,na
2,7.0,sqsrules_splitgreedy,0.8737804878048782,0.8529761904761906,0.8956250000000001,na
2,7.0,sqsrules_greedywoalph,0.18797374644527817,0.7138071895424837,0.10823863636363637,na
2,7.0,sqsrules_filter,-0.01,-0.01,-0.01,na
2,7.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
18,5.0,secret,0.9294941544389214,0.9461829836829839,0.9133838383838384,49.54608509937922
18,5.0,cossu,-0.01,-0.01,-0.01,na
18,5.0,squish,-0.01,-0.01,-0.01,na
18,5.0,sqs,0.4454830138546214,0.30131578947368426,0.8541666666666667,na
18,5.0,poerma,0.03143286409458959,0.01603275168167015,0.7965918803418802,na
18,5.0,tns,0.47190526586248227,0.4662509448223733,0.4776984126984126,na
18,5.0,sqsrules_splitall,0.4454830138546214,0.30131578947368426,0.8541666666666667,na
18,5.0,sqsrules_splitgreedy,0.7636887015432593,0.6920512820512821,0.8518696581196581,na
18,5.0,sqsrules_greedywoalph,0.6270948105376268,0.7034527972027972,0.5656905594405595,na
18,5.0,sqsrules_filter,-0.01,-0.01,-0.01,na
18,5.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
12,5.0,secret,0.9469696969696971,0.9469696969696972,0.946969696969697,56.1843013048172
12,5.0,cossu,-0.01,-0.01,-0.01,na
12,5.0,squish,0.43221891574557686,0.28930555555555565,0.8541666666666667,na
12,5.0,sqs,0.418354919201521,0.27701612903225814,0.8541666666666667,na
12,5.0,poerma,0.02509413767669878,0.012738871434523609,0.8333333333333333,na
12,5.0,tns,0.5108599777796243,0.49138321995464845,0.5319444444444443,na
12,5.0,sqsrules_splitall,0.42288192000632097,0.2800097751710655,0.8634469696969698,na
12,5.0,sqsrules_splitgreedy,0.8081161262979446,0.7407731157731158,0.888927738927739,na
12,5.0,sqsrules_greedywoalph,0.6355855855855855,0.7083333333333333,0.576388888888889,na
12,5.0,sqsrules_filter,-0.01,-0.01,-0.01,na
12,5.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
8,1.0,secret,0.8095675634286849,0.8508771929824563,0.7720833333333333,15.991117139657339
8,1.0,cossu,0.7440477077897873,0.7755555555555554,0.7149999999999999,na
8,1.0,squish,0.7186210998067164,0.6506172839506176,0.8025,na
8,1.0,sqs,0.6902654867256639,0.6000000000000002,0.8125,na
8,1.0,poerma,0.7887249736564803,0.8316666666666664,0.7499999999999999,na
8,1.0,tns,0.6744418331374851,0.7007936507936505,0.6499999999999999,na
8,1.0,sqsrules_splitall,0.6902654867256639,0.6000000000000002,0.8125,na
8,1.0,sqsrules_splitgreedy,0.8461121017133113,0.8947368421052635,0.8025,na
8,1.0,sqsrules_greedywoalph,0.806896551724138,0.9000000000000004,0.73125,na
8,1.0,sqsrules_filter,-0.01,-0.01,-0.01,na
8,1.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
8,9.0,secret,0.8825319111732822,0.8249754821837204,0.9487218045112783,139.87073122262956
8,9.0,cossu,-0.01,-0.01,-0.01,na
8,9.0,squish,0.3165137614678899,0.19382022471910113,0.8625,na
8,9.0,sqs,0.35567010309278346,0.22402597402597402,0.8625,na
8,9.0,poerma,0.0021661601369803957,0.0010844994282473834,0.8275560224089634,na
8,9.0,tns,0.45679890076949936,0.4251121893979037,0.4935897435897436,na
8,9.0,sqsrules_splitall,0.38541832389409586,0.24469108217449667,0.907127192982456,na
8,9.0,sqsrules_splitgreedy,0.8639306599832917,0.8246610845295059,0.907127192982456,na
8,9.0,sqsrules_greedywoalph,0.3212545764839531,0.7226065162907268,0.20653846153846156,na
8,9.0,sqsrules_filter,-0.01,-0.01,-0.01,na
8,9.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
10,1.0,secret,0.8335329341317368,0.8700000000000004,0.8,16.06193549633026
10,1.0,cossu,0.7442343575071525,0.7537037037037034,0.7349999999999999,na
10,1.0,squish,-0.01,-0.01,-0.01,na
10,1.0,sqs,0.6902654867256639,0.6000000000000002,0.8125,na
10,1.0,poerma,0.7721111683285738,0.7362318840579709,0.8116666666666665,na
10,1.0,tns,0.7044426919032595,0.7055555555555553,0.7033333333333331,na
10,1.0,sqsrules_splitall,0.6902654867256639,0.6000000000000002,0.8125,na
10,1.0,sqsrules_splitgreedy,0.8540145985401462,0.9000000000000004,0.8125,na
10,1.0,sqsrules_greedywoalph,0.8540145985401462,0.9000000000000004,0.8125,na
10,1.0,sqsrules_filter,-0.01,-0.01,-0.01,na
10,1.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
16,9.0,secret,0.7805699899861971,0.6637656514511432,0.947261781905745,140.1382839401563
16,9.0,cossu,-0.01,-0.01,-0.01,na
16,9.0,squish,0.3297269342159702,0.2038235294117647,0.8625,na
16,9.0,sqs,0.3631578947368421,0.23,0.8625,na
16,9.0,poerma,0.0021992689437851745,0.0011010941797819217,0.8294817927170867,na
16,9.0,tns,0.4639355114427613,0.4376425162139449,0.4935897435897436,na
16,9.0,sqsrules_splitall,0.39502295342607024,0.2511370091896408,0.9249780701754385,na
16,9.0,sqsrules_splitgreedy,0.8809314954051798,0.8408891547049446,0.9249780701754385,na
16,9.0,sqsrules_greedywoalph,0.4815948881059632,0.7214097744360901,0.3614423076923076,na
16,9.0,sqsrules_filter,-0.01,-0.01,-0.01,na
16,9.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
4,9.0,secret,0.8484072947967267,0.763603604599735,0.9544003390830017,122.58285561800002
4,9.0,cossu,-0.01,-0.01,-0.01,na
4,9.0,squish,-0.01,-0.01,-0.01,na
4,9.0,sqs,0.3670212765957447,0.23310810810810811,0.8625,na
4,9.0,poerma,0.002518318799517048,0.0012610737188440211,0.8294817927170867,na
4,9.0,tns,0.4612096643251031,0.4328163899592472,0.4935897435897436,na
4,9.0,sqsrules_splitall,0.4030074268103648,0.2569430332588228,0.93390350877193,na
4,9.0,sqsrules_splitgreedy,0.8809314954051798,0.8408891547049446,0.9249780701754385,na
4,9.0,sqsrules_greedywoalph,0.3212545764839531,0.7226065162907268,0.20653846153846156,na
4,9.0,sqsrules_filter,-0.01,-0.01,-0.01,na
4,9.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
18,11.0,secret,0.6716298291143417,0.5256346650308004,0.9299135610766044,214.23781038125355
18,11.0,cossu,-0.01,-0.01,-0.01,na
18,11.0,squish,-0.01,-0.01,-0.01,na
18,11.0,sqs,0.3143939393939394,0.1921296296296296,0.8645833333333333,na
18,11.0,poerma,0.0006517992102647477,0.0003260271076591521,0.8333333333333333,na
18,11.0,tns,0.4171703203924082,0.398992673992674,0.4370833333333334,na
18,11.0,sqsrules_splitall,0.34431270311257733,0.21145088566827705,0.9264039855072465,na
18,11.0,sqsrules_splitgreedy,0.8907004830917875,0.8502140974967063,0.9352355072463769,na
18,11.0,sqsrules_greedywoalph,0.09317661091799992,0.7241485507246377,0.049791666666666665,na
18,11.0,sqsrules_filter,-0.01,-0.01,-0.01,na
18,11.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
2,3.0,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,33.70761093298594
2,3.0,cossu,-0.01,-0.01,-0.01,na
2,3.0,squish,0.5818965517241379,0.4440789473684211,0.84375,na
2,3.0,sqs,0.5037313432835822,0.35904255319148937,0.84375,na
2,3.0,poerma,0.12315591083382077,0.06649122807017545,0.8333333333333333,na
2,3.0,tns,0.5800282688209427,0.5798185941043086,0.5802380952380952,na
2,3.0,sqsrules_splitall,0.5037313432835822,0.35904255319148937,0.84375,na
2,3.0,sqsrules_splitgreedy,0.7907196969696969,0.7248263888888888,0.8697916666666666,na
2,3.0,sqsrules_greedywoalph,0.6560060089497081,0.6848845598845599,0.6294642857142856,na
2,3.0,sqsrules_filter,-0.01,-0.01,-0.01,na
2,3.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
16,5.0,secret,0.9119769119769122,0.8705234159779617,0.9575757575757576,49.608064774672194
16,5.0,cossu,-0.01,-0.01,-0.01,na
16,5.0,squish,0.4217182191672593,0.27997311827956994,0.8541666666666667,na
16,5.0,sqs,0.44372294372294374,0.2997076023391813,0.8541666666666667,na
16,5.0,poerma,0.027024436149262965,0.013735828596840713,0.8300213675213675,na
16,5.0,tns,0.507303885280413,0.4848450491307633,0.5319444444444443,na
16,5.0,sqsrules_splitall,0.45336481700118064,0.30622009569377995,0.8727272727272728,na
16,5.0,sqsrules_splitgreedy,0.835542364612132,0.7810504712678624,0.898208041958042,na
16,5.0,sqsrules_greedywoalph,0.598197531304627,0.7063811188811189,0.51875,na
16,5.0,sqsrules_filter,-0.01,-0.01,-0.01,na
16,5.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
1,11.0,secret,0.7792404760298148,0.6596176911544229,0.9518623188405797,202.38376686175664
1,11.0,cossu,-0.01,-0.01,-0.01,na
1,11.0,squish,0.38583618303207934,0.24883637891199317,0.8584855072463767,na
1,11.0,sqs,0.3390522875816993,0.21087398373983737,0.8645833333333333,na
1,11.0,poerma,0.0006520592702921098,0.0003261577521254833,0.8299999999999998,na
1,11.0,tns,0.4462600299197607,0.41446886446886466,0.4833333333333333,na
1,11.0,sqsrules_splitall,0.37202120426425744,0.23219158713326268,0.9352355072463767,na
1,11.0,sqsrules_splitgreedy,0.8991114561766735,0.8582427536231884,0.9440670289855072,na
1,11.0,sqsrules_greedywoalph,0.3124762262192173,0.7248654244306418,0.19916666666666666,na
1,11.0,sqsrules_filter,-0.01,-0.01,-0.01,na
1,11.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
10,5.0,secret,0.9522727272727275,0.9522727272727275,0.9522727272727274,55.23728088537852
10,5.0,cossu,-0.01,-0.01,-0.01,na
10,5.0,squish,0.47637329184142885,0.33028846153846164,0.8541666666666667,na
10,5.0,sqs,0.4305116354496068,0.2877777777777778,0.8541666666666667,na
10,5.0,poerma,0.02772009139972678,0.01409446562507787,0.8333333333333333,na
10,5.0,tns,0.5189541918351317,0.5005102040816326,0.5388095238095236,na
10,5.0,sqsrules_splitall,0.4335084942418825,0.2897756410256411,0.8601602564102565,na
10,5.0,sqsrules_splitgreedy,0.8304195804195805,0.7926732358550541,0.8719405594405595,na
10,5.0,sqsrules_greedywoalph,0.5585906571654791,0.7083333333333333,0.4611111111111111,na
10,5.0,sqsrules_filter,-0.01,-0.01,-0.01,na
10,5.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
12,11.0,secret,0.8796345123310159,0.8222670441355149,0.9456071007558421,188.54508802493413
12,11.0,cossu,-0.01,-0.01,-0.01,na
12,11.0,squish,0.3789262960396068,0.2431179832618901,0.8584855072463767,na
12,11.0,sqs,0.3424092409240924,0.213477366255144,0.8645833333333333,na
12,11.0,poerma,0.0005526565645572877,0.0002764201173125825,0.831738095238095,na
12,11.0,tns,0.4462600299197607,0.41446886446886466,0.4833333333333333,na
12,11.0,sqsrules_splitall,0.37654330099044714,0.23517087135444623,0.9440670289855074,na
12,11.0,sqsrules_splitgreedy,0.8582427536231882,0.7867225241545893,0.9440670289855071,na
12,11.0,sqsrules_greedywoalph,0.31256494622813547,0.7258212560386473,0.19916666666666666,na
12,11.0,sqsrules_filter,-0.01,-0.01,-0.01,na
12,11.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
8,3.0,secret,0.9394841269841269,0.9394841269841269,0.9394841269841269,33.278990705808006
8,3.0,cossu,-0.01,-0.01,-0.01,na
